Rank,Ticker,Side,Timeframe,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1M_Pct,Ret_2W_Pct,Ret_1W_Pct,Ret_1D_Pct,Ret_4H_Pct,RSI_Value,MA_Short,MA_Long,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD_H1,SELL,H1,55.22,59.77,46.74,63.71,16.97,Neutral →,84.81,44.7,100,70,20,90.0,8,-4.55,15.19,59.03,-0.52,-3.0,-2.2,-1.22,-0.03,28.84,5148.57,5134.16,5037.7,False,True,23.88,-5,0,-5,✨ Golden Cross (bad for sell),2.95,27.29,🔴 Bearish Confirmed (gold down + strong $),🟠 Fear Not Saving Gold (VIX 20-30 + gold down),2026-03-12 14:00,2026-03-13 15:00,13/03/2026 19:49 UTC
