Rank,Ticker,Side,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_DirVol,D6_External,D6_Raw,Vol_Ratio,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d,Base_Date_1,Base_Date_2,As_Of_Running,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD,SELL,33.03,37.58,38.29,27.78,-10.51,Weak Sell,65.48,23.45,20,65,10,10.0,-8,0.406,-4.55,34.52,89.66,20.81,-14.7,-2.62,8.37,6.83,68.43,4135.06,4530.09,4401.3,True,False,24.98,-5,-5,0,⚠️ Mild Bullish Reversal (bad for sell),-1.2,14.9,🟢 Not Bearish (gold up + weak $),🟢 Calm Rally (VIX<20 + gold up),2.504,0.118,-0.37,Extreme Extended,🟢 Extreme Extended (Z≥+2.5),ราคาวิ่งเกิน +2.5σ — pullback risk สูงมาก เสริมสัญญาณ Sell,2.663,2026-08-02,2026-08-07,08/08/2026 02:29 UTC,Sell Topping,HOLD,-10.51,80.87,27.78,-10
