Rank,Ticker,Side,Timeframe,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1M_Pct,Ret_2W_Pct,Ret_1W_Pct,Ret_1D_Pct,Ret_4H_Pct,RSI_Value,MA_Short,MA_Long,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD_H1,SELL,H1,42.68,47.23,39.98,45.38,5.41,Weak Sell,74.58,10,100,70,5,40.0,-2,-4.55,25.42,48.5,0.74,-1.61,0.42,-0.89,-0.02,19.66,5152.45,5134.44,5098.9,False,True,18.77,-5,0,-5,✨ Golden Cross (bad for sell),2.65,24.23,⚪ Mixed (gold up + strong $),🟢 Fear + Gold Up (VIX 20-30),2026-03-11 18:00,2026-03-12 19:00,12/03/2026 23:54 UTC
