Rank,Ticker,Side,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD,SELL,19.59,24.14,20.1,19.08,-1.02,No Sell Signal,14.78,26.96,20,0,40,40.0,-2,-4.55,85.22,79.12,80.72,43.61,24.01,5.52,2.29,60.29,4870.43,3999.97,5224.6,False,True,30.49,-5,0,-5,✨✨ Golden Cross + Above MAs (bad for sell),1.25,24.93,⚪ Mixed (gold up + strong $),🟢 Fear + Gold Up (VIX 20-30),2026-03-03,2026-03-10,11/03/2026 23:54 UTC
