Ticker,Buy_Score,Sell_Score,Net_Bias,Bias_Tier,Buy_Tier,Sell_Tier,Buy_Delta,Sell_Delta,Scenario_Num,Scenario_Signal,Scenario_Thai,Scenario_Icon,Scenario_Action,Scenario_Zone,Scenario_Cond,Scenario_Detail,Buy_D1,Sell_D1,Buy_D2,Sell_D2,Buy_D3,Sell_D3,Buy_D4,Sell_D4,Buy_D5,Sell_D5,Buy_D6,Sell_D6,Price,Pivot_Position,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_S1,Pivot_D1_S2,Base_Date_1,Base_Date_2,As_Of_Running
GOLD,80.45,25.67,54.78,Strong Bullish ↑↑,Strong ↑,No Sell Signal,16.08,-9.28,5,Oversold Recovery,ร่วงแรงแต่มีแรงฟื้น,⚡,BUY,BULLISH,Price<S1 & Buy≥60 & Sell<45 & Net≥+20,ราคาหลุด S1 แต่ Buy momentum ยังแข็ง + Sell ไม่มีแรง → Divergence อาจ recover,74.4,25.6,76.53,27.82,100.0,40.0,100.0,0.0,90.0,20.0,90.0,40.0,5091.5,S2-S1,5122.77,5169.43,5192.77,5099.43,5052.77,2026-03-02,2026-03-09,10/03/2026 16:51 UTC
