Ticker,Timeframe,Buy_Score,Sell_Score,Net_Bias,Bias_Tier,Buy_Tier,Sell_Tier,Buy_Delta,Sell_Delta,Scenario_Num,Scenario_Signal,Scenario_Thai,Scenario_Icon,Scenario_Action,Scenario_Zone,Scenario_Cond,Scenario_Detail,Buy_D1,Sell_D1,Buy_D2,Sell_D2,Buy_D3,Sell_D3,Buy_D4,Sell_D4,Buy_D5,Sell_D5,Buy_D6,Sell_D6,Price,Pivot_Position,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_S1,Pivot_D1_S2,Base_Date_1,Base_Date_2,As_Of_Running
GOLD_H1,H1,70.14,27.7,42.44,Bullish ↑,Moderate ↑,No Sell Signal,-2.41,-2.28,3,Bullish Accumulation,สะสมแรงขาขึ้น,💪,BUY,BULLISH,PP≤Price<R1 & Buy≥60 & Sell<45 & Net≥+20,ราคาเหนือ PP กำลังวิ่งหา R1 + Buy แข็ง Sell อ่อน → สะสมแรงเพื่อ breakout,33.37,66.63,37.48,10.0,80.0,65.0,100.0,0.0,100.0,5.0,90.0,40.0,5175.1,PP-R1,5159.93,5189.87,5219.73,5130.07,5100.13,2026-03-11 02:00,2026-03-12 03:00,12/03/2026 14:58 UTC
