Rank,Ticker,Side,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD,SELL,21.34,25.88,18.99,23.69,4.7,No Sell Signal,23.84,25.56,40,0,40,40.0,-2,-4.55,76.16,83.33,77.14,41.63,23.23,2.16,-0.65,57.6,4883.05,4008.95,5160.0,False,True,30.65,-5,0,-5,✨✨ Golden Cross + Above MAs (bad for sell),2.65,24.23,⚪ Mixed (gold up + strong $),🟢 Fear + Gold Up (VIX 20-30),2026-03-04,2026-03-11,12/03/2026 17:33 UTC
