Rank,Ticker,Side,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_DirVol,D6_External,D6_Raw,Vol_Ratio,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD,SELL,46.01,50.56,33.78,58.25,24.47,Neutral →,36.63,100.13,65,0,85,90.0,8,1.837,-4.55,63.37,100.2,68.32,38.11,19.7,-0.96,-2.39,41.89,4911.65,4026.62,5023.1,False,True,29.32,-5,0,-5,✨✨ Golden Cross + Above MAs (bad for sell),3.79,27.19,🔴 Bearish Confirmed (gold down + strong $),🟠 Fear Not Saving Gold (VIX 20-30 + gold down),2026-03-06,2026-03-13,14/03/2026 02:44 UTC,Sell Recovery,SELL,28.57,58.25,15.99,-15
