Rank,Ticker,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_DeathCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,News_Top20,Base_Date_1,Base_Date_2,As_Of_Running,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_R3,Pivot_D1_S1,Pivot_D1_S2,Pivot_D1_S3,Pivot_D1_H,Pivot_D1_L,Pivot_D1_C,Pivot_D1_Date,Pivot_W1_PP,Pivot_W1_R1,Pivot_W1_R2,Pivot_W1_R3,Pivot_W1_S1,Pivot_W1_S2,Pivot_W1_S3,Pivot_W1_H,Pivot_W1_L,Pivot_W1_C,Pivot_W1_Date,Pivot_MN_PP,Pivot_MN_R1,Pivot_MN_R2,Pivot_MN_R3,Pivot_MN_S1,Pivot_MN_S2,Pivot_MN_S3,Pivot_MN_H,Pivot_MN_L,Pivot_MN_C,Pivot_MN_Date,Confluence_Zones,Confluence_Count,Pivot_Position,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d
1,GOLD,88.57,88.57,90.56,86.58,-3.98,Very Strong ↑↑,76.16,83.33,100,100,70,90.0,8,0.0,76.16,83.33,77.14,41.63,23.23,2.16,-0.65,57.6,4883.05,4008.95,5160.0,True,30.65,0,0,0,None,2.65,24.23,🟢 Bullish Divergence (gold up despite strong $),🔵 Elevated Fear (VIX 20-30 + gold up),FALSE,2026-03-04,2026-03-11,12/03/2026 17:13 UTC,5159.93,5189.87,5219.73,5249.67,5130.07,5100.13,5070.27,5189.8,5130.0,5160.0,2026-03-11,5191.37,5359.73,5573.37,5741.73,4977.73,4809.37,4595.73,5405.0,5023.0,5146.1,2026-03-06,4970.17,5540.33,5850.17,6420.33,4660.33,4090.17,3780.33,5280.0,4400.0,5230.5,2026-02-27,~5190.62|W1 PP(5191.37)+D1 R1(5189.87)|Resistance;~4973.95|W1 S1(4977.73)+MN PP(4970.17)|Support,2,PP-R1,0.928,1.48,1.851,Normal,🟢 Normal,ราคาอยู่ในกรอบปกติ (-1.5σ ถึง +1.5σ) — momentum score ใช้ได้ตามปกติ,-0.293
