Rank,Ticker,Side,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD,SELL,25.67,30.21,30.31,21.02,-9.28,No Sell Signal,25.6,27.82,40,0,20,40.0,-2,-4.55,74.4,76.53,75.28,40.91,20.89,4.73,-3.83,59.25,4855.55,3990.31,5091.5,False,True,29.96,-5,0,-5,✨✨ Golden Cross + Above MAs (bad for sell),1.39,25.5,⚪ Mixed (gold up + strong $),🟢 Fear + Gold Up (VIX 20-30),2026-03-02,2026-03-09,10/03/2026 16:40 UTC
