Rank,Ticker,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Golden_Cross,Volatility_Pct,Vol_Ratio,Penalty_Total,Penalty_Reversal,Penalty_DeathCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,News_Top20,Base_Date_1,Base_Date_2,As_Of_Running,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_R3,Pivot_D1_S1,Pivot_D1_S2,Pivot_D1_S3,Pivot_D1_H,Pivot_D1_L,Pivot_D1_C,Pivot_D1_Date,Pivot_W1_PP,Pivot_W1_R1,Pivot_W1_R2,Pivot_W1_R3,Pivot_W1_S1,Pivot_W1_S2,Pivot_W1_S3,Pivot_W1_H,Pivot_W1_L,Pivot_W1_C,Pivot_W1_Date,Pivot_MN_PP,Pivot_MN_R1,Pivot_MN_R2,Pivot_MN_R3,Pivot_MN_S1,Pivot_MN_S2,Pivot_MN_S3,Pivot_MN_H,Pivot_MN_L,Pivot_MN_C,Pivot_MN_Date,Confluence_Zones,Confluence_Count,Pivot_Position,ATR_14d,UPZ_Count,UPZ_1_Label,UPZ_1_Price,UPZ_1_Sources,UPZ_1_Confluence,UPZ_1_DistPts,UPZ_1_DistPct,UPZ_2_Label,UPZ_2_Price,UPZ_2_Sources,UPZ_2_Confluence,UPZ_2_DistPts,UPZ_2_DistPct,UPZ_3_Label,UPZ_3_Price,UPZ_3_Sources,UPZ_3_Confluence,UPZ_3_DistPts,UPZ_3_DistPct,UPZ_4_Label,UPZ_4_Price,UPZ_4_Sources,UPZ_4_Confluence,UPZ_4_DistPts,UPZ_4_DistPct,UPZ_5_Label,UPZ_5_Price,UPZ_5_Sources,UPZ_5_Confluence,UPZ_5_DistPts,UPZ_5_DistPct,UPZ_6_Label,UPZ_6_Price,UPZ_6_Sources,UPZ_6_Confluence,UPZ_6_DistPts,UPZ_6_DistPct,UPZ_7_Label,UPZ_7_Price,UPZ_7_Sources,UPZ_7_Confluence,UPZ_7_DistPts,UPZ_7_DistPct,UPZ_8_Label,UPZ_8_Price,UPZ_8_Sources,UPZ_8_Confluence,UPZ_8_DistPts,UPZ_8_DistPct,UPZ_9_Label,UPZ_9_Price,UPZ_9_Sources,UPZ_9_Confluence,UPZ_9_DistPts,UPZ_9_DistPct,UPZ_10_Label,UPZ_10_Price,UPZ_10_Sources,UPZ_10_Confluence,UPZ_10_DistPts,UPZ_10_DistPct,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD,36.49,43.31,47.77,25.21,-22.56,Weak ↓,3.88,96.91,30,30,20,25.0,-5,-9.09,3.88,96.91,29.04,-5.72,-4.71,-7.4,-5.95,26.62,4616.41,4485.55,4224.5,True,18.93,1.992,-10,-10,0,🔴 Strong Reversal,1.95,19.87,🔴 Headwind (gold down + strong $),⚪ Calm Drift (VIX<20 + gold down),FALSE,2026-06-03,2026-06-09,10/06/2026 05:57 UTC,4238.77,4266.83,4309.17,4337.23,4196.43,4168.37,4126.03,4281.1,4210.7,4224.5,2026-06-09,4392.27,4460.93,4595.47,4664.13,4257.73,4189.07,4054.53,4526.8,4323.6,4326.4,2026-06-07,4604.6,4738.2,4917.0,5050.6,4425.8,4292.2,4113.4,4783.4,4471.0,4559.4,2026-05-31,~4600.03|MN PP(4604.60)+W1 R2(4595.47)|Resistance;~4300.68|D1 R2(4309.17)+MN S2(4292.20)|Mixed;~4262.28|D1 R1(4266.83)+W1 S1(4257.73)|Mixed;~4192.75|D1 S1(4196.43)+W1 S2(4189.07)|Support;~4119.72|D1 S3(4126.03)+MN S3(4113.40)|Support,5,S1-PP,69.17,8,RESISTANCE,4605.49,MA50 + MN PP + W1 R2,5,380.99,9.02,RESISTANCE,4473.24,MA200 + W1 R1,2,248.74,5.89,RESISTANCE,4409.04,MN S1 + W1 PP,2,184.54,4.37,BULL TARGET,4298.35,D1 R2 + ATR +1 + MN S2,5,73.85,1.75,RESISTANCE,4254.44,D1 R1 + W1 S1 + D1 PP,5,29.94,0.71,SUPPORT,4184.62,D1 S1 + W1 S2 + D1 S2,5,-39.88,-0.94,BEAR TARGET,4155.33,ATR -1,1,-69.17,-1.64,DEEP MEAN,4086.16,ATR -2,3,-138.34,-3.27,,,,,,,,,,,,,-2.697,-2.166,-0.637,Extreme Depressed,🟢 Extreme Depressed (Z≤-2.0),ราคาตกเกิน -2.0σ — oversold สุดโต่ง bounce potential สูง,-1.291,None,,-22.56,58.47,23.69,-20
