Rank,Ticker,Side,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD,SELL,24.11,28.65,24.29,23.93,-0.36,No Sell Signal,25.74,25.09,40,0,40,40.0,-2,-4.55,74.26,84.72,73.6,40.03,21.29,1.97,0.73,50.92,4898.59,4017.97,5102.2,False,True,30.65,-5,0,-5,✨✨ Golden Cross + Above MAs (bad for sell),2.95,27.29,⚪ Mixed (gold up + strong $),🟢 Fear + Gold Up (VIX 20-30),2026-03-05,2026-03-12,13/03/2026 05:38 UTC
