Rank,Ticker,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Golden_Cross,Volatility_Pct,Vol_Ratio,Penalty_Total,Penalty_Reversal,Penalty_DeathCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,News_Top20,Base_Date_1,Base_Date_2,As_Of_Running,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_R3,Pivot_D1_S1,Pivot_D1_S2,Pivot_D1_S3,Pivot_D1_H,Pivot_D1_L,Pivot_D1_C,Pivot_D1_Date,Pivot_W1_PP,Pivot_W1_R1,Pivot_W1_R2,Pivot_W1_R3,Pivot_W1_S1,Pivot_W1_S2,Pivot_W1_S3,Pivot_W1_H,Pivot_W1_L,Pivot_W1_C,Pivot_W1_Date,Pivot_MN_PP,Pivot_MN_R1,Pivot_MN_R2,Pivot_MN_R3,Pivot_MN_S1,Pivot_MN_S2,Pivot_MN_S3,Pivot_MN_H,Pivot_MN_L,Pivot_MN_C,Pivot_MN_Date,Confluence_Zones,Confluence_Count,Pivot_Position,ATR_14d,UPZ_Count,UPZ_1_Label,UPZ_1_Price,UPZ_1_Sources,UPZ_1_Confluence,UPZ_1_DistPts,UPZ_1_DistPct,UPZ_2_Label,UPZ_2_Price,UPZ_2_Sources,UPZ_2_Confluence,UPZ_2_DistPts,UPZ_2_DistPct,UPZ_3_Label,UPZ_3_Price,UPZ_3_Sources,UPZ_3_Confluence,UPZ_3_DistPts,UPZ_3_DistPct,UPZ_4_Label,UPZ_4_Price,UPZ_4_Sources,UPZ_4_Confluence,UPZ_4_DistPts,UPZ_4_DistPct,UPZ_5_Label,UPZ_5_Price,UPZ_5_Sources,UPZ_5_Confluence,UPZ_5_DistPts,UPZ_5_DistPct,UPZ_6_Label,UPZ_6_Price,UPZ_6_Sources,UPZ_6_Confluence,UPZ_6_DistPts,UPZ_6_DistPct,UPZ_7_Label,UPZ_7_Price,UPZ_7_Sources,UPZ_7_Confluence,UPZ_7_DistPts,UPZ_7_DistPct,UPZ_8_Label,UPZ_8_Price,UPZ_8_Sources,UPZ_8_Confluence,UPZ_8_DistPts,UPZ_8_DistPct,UPZ_9_Label,UPZ_9_Price,UPZ_9_Sources,UPZ_9_Confluence,UPZ_9_DistPts,UPZ_9_DistPct,UPZ_10_Label,UPZ_10_Price,UPZ_10_Sources,UPZ_10_Confluence,UPZ_10_DistPts,UPZ_10_DistPct,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD,53.8,58.34,75.76,31.84,-43.92,Neutral →,25.22,100.34,30,65,10,15.0,-7,-9.09,25.22,100.34,47.7,21.42,2.73,-12.26,-11.17,24.02,4954.3,4069.32,4458.0,True,28.97,2.175,-10,-10,0,🔴 Strong Reversal,1.6,26.78,🔴 Headwind (gold down + strong $),🟠 Fear Not Helping (VIX 20-30 + gold down),FALSE,2026-03-16,2026-03-22,23/03/2026 05:54 UTC,4480.47,4514.63,4571.27,4605.43,4423.83,4389.67,4333.03,4537.1,4446.3,4458.0,2026-03-22,5102.23,5190.37,5319.03,5407.17,4973.57,4885.43,4756.77,5230.9,5014.1,5061.7,2026-03-13,4970.17,5540.33,5850.17,6420.33,4660.33,4090.17,3780.33,5280.0,4400.0,5230.5,2026-02-27,~4971.87|W1 S1(4973.57)+MN PP(4970.17)|Support,1,S1-PP,122.2,9,RESISTANCE,5850.17,MN R2,1,1392.17,31.23,RESISTANCE,4966.01,W1 S1 + MN PP + MA50,5,508.01,11.4,BREAKOUT,4681.36,ATR +2 + MN S1,2,223.36,5.01,BULL TARGET,4575.74,ATR +1 + D1 R2,2,117.74,2.64,RESISTANCE,4497.55,D1 R1 + D1 PP,2,39.55,0.89,SUPPORT,4406.75,D1 S1 + D1 S2,2,-51.25,-1.15,BEAR TARGET,4335.8,ATR -1,1,-122.2,-2.74,DEEP MEAN,4213.6,ATR -2,1,-244.4,-5.48,DEEP MEAN,4079.74,MN S2 + MA200,2,-378.26,-8.48,,,,,,,-2.149,-0.292,0.619,Extreme Depressed,🟢 Extreme Depressed (Z≤-2.0),ราคาตกเกิน -2.0σ — oversold สุดโต่ง bounce potential สูง,-2.495,None,,-43.92,78.16,31.84,-10
