Ticker,Buy_Score,Sell_Score,Net_Bias,Bias_Tier,Combined_Signal,Buy_Tier,Sell_Tier,Buy_Delta,Sell_Delta,Scenario_Num,Scenario_Signal,Scenario_Thai,Scenario_Icon,Scenario_Action,Scenario_Zone,Scenario_Cond,Scenario_Detail,Buy_D1,Sell_D1,Buy_D2,Sell_D2,Buy_D3,Sell_D3,Buy_D4,Sell_D4,Buy_D5,Sell_D5,Buy_D6,Sell_D6,Price,Pivot_Position,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_S1,Pivot_D1_S2,Base_Date_1,Base_Date_2,As_Of_Running
GOLD,57.72,43.52,14.2,Lean Bullish ↗,Lean Bullish,Neutral →,Weak Sell,-8.33,10.27,13,Cautious Bullish,เอียง bullish แต่ยังไม่ชัด,📊,HOLD,LEAN BULLISH,Buy≥55 & Sell<55 & Net>0 (ไม่ถึง threshold),Buy แข็งกว่า Sell แต่ยังไม่ถึงระดับ bullish ชัดเจน → ถือรอ ถ้า Buy เพิ่มขึ้นอีกจะเข้า Bullish Zone,27.87,72.13,85.72,24.76,80.0,65.0,35.0,65.0,55.0,55.0,65.0,10.0,4476.6,PP-R1,4475.47,4538.93,4601.27,4413.13,4349.67,2026-08-30,2026-09-04,06/09/2026 01:13 UTC
