Date,Price,Net_Score,Gross_Score,D1_Return,D2_Volume,D3_RSI,D4_MA,D5_DirVol,D6_External,Vol_Ratio,RSI,Volatility_Pct,Penalty_Scaled,Ret_1W,Ret_1M,Death_Cross,Golden_Cross,Z_Score_50d,Z_Zone,Z_Delta_5d,Warning_Flags,Tier,As_Of_Running,Exhaust_Scenario
2024-01-04 08:00,2047.4,62.48,67.02,79.84,57.28,65,70,70,60.0,1.492,43.66,9.6,-4.55,-1.4,-0.56,False,True,0.793,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 09:00,2046.5,62.15,66.69,78.73,56.43,65,70,70,60.0,1.434,43.46,8.99,-4.55,-1.41,-0.64,False,True,0.769,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 10:00,2052.5,48.03,52.58,69.42,56.05,40,35,55,60.0,1.146,56.46,9.74,-4.55,-1.18,-0.39,False,True,0.919,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 11:00,2052.0,46.16,50.71,72.07,57.19,40,35,40,60.0,0.982,50.8,8.79,-4.55,-1.15,-0.39,False,True,0.905,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 12:00,2050.7,49.71,54.25,67.62,57.89,65,35,40,60.0,0.948,48.09,8.88,-4.55,-1.23,-0.4,False,True,0.871,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 13:00,2050.6,45.6,50.14,67.46,58.39,40,35,40,60.0,0.911,50.6,8.88,-4.55,-1.27,-0.7,False,True,0.867,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 14:00,2051.8,46.46,51.0,71.14,59.87,40,35,40,60.0,0.916,51.38,8.75,-4.55,-1.29,-0.7,False,True,0.896,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 15:00,2050.7,51.11,55.65,73.02,60.9,65,35,40,60.0,0.851,41.48,8.81,-4.55,-1.39,-0.61,False,True,0.866,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 16:00,2051.0,51.08,55.62,71.63,62.1,65,35,40,60.0,0.941,41.99,8.11,-4.55,-1.21,-0.26,False,True,0.873,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 18:00,2051.2,51.3,55.85,71.49,63.61,65,35,40,60.0,0.935,44.0,8.1,-4.55,-1.37,-0.2,False,True,0.876,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 19:00,2051.3,51.46,56.01,72.24,63.81,65,35,40,60.0,0.925,41.12,8.1,-4.55,-1.35,-0.28,False,True,0.877,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 20:00,2052.8,50.89,55.43,69.43,63.15,65,35,40,60.0,0.998,44.74,8.14,-4.55,-1.29,-0.46,False,True,0.914,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 21:00,2052.9,49.29,53.84,69.45,63.58,40,35,55,60.0,1.035,51.24,8.13,-4.55,-1.38,-0.78,False,True,0.915,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 22:00,2052.0,51.53,56.07,72.74,63.71,65,35,40,60.0,0.984,46.77,7.93,-4.55,-1.84,-1.28,False,True,0.89,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-04 23:00,2051.7,44.32,48.86,73.68,64.49,20,35,40,60.0,0.945,64.83,7.94,-4.55,-1.97,-1.71,False,True,0.881,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 00:00,2051.2,44.73,49.28,75.36,65.3,20,35,40,60.0,0.96,66.67,7.87,-4.55,-2.0,-1.94,False,True,0.867,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 01:00,2049.2,55.93,60.47,77.6,65.24,85,35,40,60.0,0.891,33.66,7.99,-4.55,-1.95,-1.81,False,True,0.815,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 02:00,2050.0,52.56,57.1,77.89,64.73,65,35,40,60.0,0.968,40.38,7.52,-4.55,-1.88,-1.93,False,True,0.834,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 03:00,2049.3,52.63,57.17,78.57,64.45,65,35,40,60.0,0.913,42.86,7.52,-4.55,-1.94,-2.03,False,True,0.815,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 04:00,2045.8,62.29,66.84,81.95,64.08,85,70,40,60.0,0.97,31.82,7.92,-4.55,-2.09,-4.25,False,True,0.725,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 05:00,2046.9,62.04,66.58,80.73,63.76,85,70,40,60.0,0.97,31.3,7.9,-4.55,-2.06,-3.25,False,True,0.752,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 06:00,2046.0,62.45,66.99,82.69,64.27,85,70,40,60.0,0.915,31.78,7.91,-4.55,-2.11,-2.93,False,True,0.728,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 07:00,2046.9,62.12,66.67,81.2,63.81,85,70,40,60.0,0.968,34.81,7.73,-4.55,-2.38,-2.91,False,True,0.749,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 08:00,2046.9,60.98,65.52,80.83,57.31,85,70,40,60.0,0.924,33.83,7.68,-4.55,-2.42,-2.78,False,True,0.748,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 09:00,2054.2,40.68,45.22,70.3,56.05,40,35,10,60.0,0.371,57.07,8.37,-4.55,-2.04,-2.4,False,True,0.932,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 10:00,2061.9,36.29,40.83,65.12,54.88,20,35,10,60.0,0.328,67.04,10.01,-4.55,-1.65,-2.08,False,True,1.125,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 11:00,2051.8,50.16,54.7,73.95,54.26,65,35,40,60.0,0.986,48.5,12.04,-4.55,-2.1,-2.11,False,True,0.868,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 12:00,2048.8,50.58,55.13,76.88,53.87,65,35,40,60.0,0.981,45.88,12.24,-4.55,-2.25,-1.64,False,True,0.79,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 13:00,2055.0,45.71,50.25,72.88,53.64,40,35,40,60.0,0.968,53.69,13.11,-4.55,-1.97,-1.64,False,True,0.946,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 14:00,2052.6,46.85,51.4,78.85,54.53,40,35,40,60.0,0.942,51.5,13.25,-4.55,-1.68,-1.78,False,True,0.884,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 15:00,2050.8,46.61,51.16,76.89,55.05,40,35,40,60.0,0.87,51.72,13.29,-4.55,-1.74,-1.76,False,True,0.837,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-05 16:00,2052.7,45.89,50.43,71.56,56.04,40,35,40,60.0,0.939,52.84,13.34,-4.55,-1.65,-1.78,False,True,0.883,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-07 18:00,2051.1,47.1,51.65,78.01,56.87,40,35,40,60.0,0.886,51.86,13.4,-4.55,-1.64,-1.8,False,True,0.842,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-07 19:00,2052.5,46.47,51.01,73.52,57.55,40,35,40,60.0,0.908,57.24,13.44,-4.55,-1.62,-1.15,False,True,0.876,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-07 20:00,2050.2,46.85,51.4,75.64,57.74,40,35,40,60.0,0.868,53.47,13.56,-4.55,-1.58,-0.9,False,True,0.817,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-07 21:00,2047.8,40.97,45.52,78.12,10.0,40,70,40,35.0,0.805,51.84,13.62,-4.55,-1.96,0.32,False,True,0.755,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-07 22:00,2042.9,57.98,62.52,83.27,56.88,65,70,40,60.0,0.817,46.23,14.07,-4.55,-2.12,-0.08,False,True,0.63,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-07 23:00,2042.3,58.03,62.57,83.68,56.77,65,70,40,60.0,0.822,45.71,14.07,-4.55,-2.02,-0.1,False,True,0.613,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 00:00,2037.2,61.9,66.44,88.17,55.49,85,70,40,60.0,0.826,33.46,14.51,-4.55,-2.29,-0.28,False,True,0.483,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 01:00,2039.3,64.12,68.66,86.68,55.3,100,70,40,60.0,0.867,25.33,14.66,-4.55,-2.09,-0.5,False,True,0.536,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 02:00,2037.7,61.22,65.76,84.64,54.92,85,70,40,60.0,0.872,31.1,14.64,-4.55,-1.94,-0.37,False,True,0.494,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 03:00,2034.4,61.74,66.29,88.25,54.48,85,70,40,60.0,0.839,30.85,14.76,-4.55,-2.04,-0.67,False,True,0.41,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 04:00,2035.5,63.52,68.07,83.86,54.55,100,70,40,60.0,0.852,20.0,14.82,-4.55,-1.94,-0.82,False,True,0.436,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 05:00,2033.9,63.75,68.29,85.41,54.36,100,70,40,60.0,0.862,20.5,14.66,-4.55,-2.05,-1.03,False,True,0.395,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 06:00,2026.4,64.62,69.17,92.45,52.56,100,70,40,60.0,0.919,17.38,15.54,-4.55,-2.41,-1.33,False,True,0.204,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 07:00,2031.0,63.97,68.51,88.54,52.53,100,70,40,60.0,0.969,22.94,16.09,-4.55,-2.37,-1.06,False,True,0.32,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 08:00,2025.2,64.57,69.11,93.28,51.39,100,70,40,60.0,0.981,20.77,16.51,-4.55,-2.54,-1.48,False,True,0.172,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 09:00,2032.8,60.37,64.91,83.89,50.6,85,70,40,60.0,0.941,30.5,17.75,-4.55,-2.21,-0.82,False,True,0.364,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 10:00,2040.9,55.17,59.72,73.55,49.75,65,70,40,60.0,0.903,41.74,17.99,-4.55,-1.85,-0.47,False,True,0.568,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 11:00,2038.8,55.9,60.45,77.77,49.9,65,70,40,60.0,0.908,41.96,16.79,-4.55,-2.06,-0.62,False,True,0.514,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 12:00,2034.1,53.02,57.57,80.35,50.07,65,70,20,60.0,0.679,42.11,15.5,-4.55,-2.3,-0.82,False,True,0.394,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 13:00,2032.8,53.59,58.14,83.87,49.97,65,70,20,60.0,0.7,41.59,15.41,-4.55,-2.32,-0.95,False,True,0.36,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 14:00,2035.7,53.64,58.18,83.47,50.62,65,70,20,60.0,0.725,48.62,14.72,-4.55,-2.04,-0.55,False,True,0.433,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 15:00,2033.4,53.82,58.37,84.06,51.15,65,70,20,60.0,0.725,44.59,14.71,-4.55,-1.99,-0.49,False,True,0.373,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 16:00,2034.1,53.11,57.65,79.3,51.61,65,70,20,60.0,0.73,46.64,14.73,-4.55,-1.92,-0.43,False,True,0.39,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 18:00,2036.7,48.52,53.06,75.01,53.35,40,70,20,60.0,0.74,52.17,14.82,-4.55,-1.94,-0.31,False,True,0.455,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 19:00,2040.4,48.02,52.56,72.02,53.35,40,70,20,60.0,0.788,54.41,15.16,-4.55,-1.66,-0.35,False,True,0.548,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 20:00,2038.2,36.74,41.29,72.73,10.0,40,70,20,35.0,0.761,53.83,15.15,-4.55,-1.47,0.16,False,True,0.491,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 21:00,2040.1,36.3,40.84,70.06,10.0,20,70,40,35.0,0.802,63.56,15.2,-4.55,-1.55,0.29,False,True,0.539,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 22:00,2039.6,39.78,44.33,70.95,10.0,40,70,40,35.0,0.85,59.27,15.12,-4.55,-1.66,0.34,False,True,0.525,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-08 23:00,2039.0,36.86,41.4,73.4,10.0,20,70,40,35.0,0.863,66.75,14.69,-4.55,-1.77,0.18,False,True,0.509,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 00:00,2038.6,39.99,44.53,72.2,10.0,40,70,40,35.0,0.87,58.53,14.68,-4.55,-1.8,0.11,False,True,0.497,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 01:00,2039.0,43.92,48.46,70.76,10.0,65,70,40,35.0,0.841,46.39,14.15,-4.55,-1.7,0.05,False,True,0.507,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 02:00,2041.9,38.99,43.54,66.24,10.0,40,70,40,35.0,0.849,55.72,14.23,-4.55,-1.68,0.21,False,True,0.579,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 03:00,2040.3,35.79,40.33,66.99,10.0,20,70,40,35.0,0.849,62.92,14.23,-4.55,-1.57,0.13,False,True,0.537,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 04:00,2041.6,35.08,39.63,62.78,10.0,20,70,40,35.0,0.893,68.33,13.99,-4.55,-1.46,0.23,False,True,0.569,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 05:00,2041.4,35.61,40.15,65.91,10.0,20,70,40,35.0,0.888,63.38,13.98,-4.55,-2.01,0.08,False,True,0.563,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 06:00,2041.1,36.15,40.7,69.18,10.0,20,70,40,35.0,0.913,69.95,13.91,-4.55,-2.0,0.12,False,True,0.555,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 07:00,2042.3,36.99,41.54,64.24,10.0,50,70,20,35.0,0.709,70.71,12.45,-4.55,-1.91,0.17,False,True,0.584,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 08:00,2044.9,36.72,41.27,62.62,10.0,50,70,20,35.0,0.72,70.71,12.15,-4.55,-1.79,0.21,False,True,0.649,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 09:00,2040.6,36.27,40.82,69.89,10.0,40,70,20,35.0,0.608,50.49,11.71,-4.55,-2.18,0.07,False,True,0.538,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 10:00,2034.7,56.35,60.89,81.68,48.67,65,70,40,60.0,0.887,42.74,11.34,-4.55,-2.41,-0.37,False,True,0.387,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 11:00,2037.2,63.43,67.98,79.56,48.3,65,70,85,60.0,1.796,44.13,9.6,-4.55,-1.97,-0.32,False,True,0.45,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 12:00,2033.4,67.75,72.29,85.24,48.52,85,70,85,60.0,1.858,38.93,9.9,-4.55,-2.09,-0.88,False,True,0.352,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 13:00,2034.8,63.5,68.05,80.3,48.0,65,70,85,60.0,1.82,42.71,9.3,-4.55,-1.94,-0.39,False,True,0.387,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 14:00,2034.7,62.95,67.5,76.55,48.45,65,70,85,60.0,1.889,43.16,9.24,-4.55,-2.15,-0.19,False,True,0.383,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 15:00,2034.3,63.33,67.87,78.06,49.17,65,70,85,60.0,1.853,41.75,8.96,-4.55,-1.64,-0.29,False,True,0.372,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 16:00,2035.9,65.75,70.3,72.2,49.59,85,70,85,60.0,1.997,38.97,8.87,-4.55,-1.88,-0.16,False,True,0.412,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 18:00,2036.7,65.38,69.92,72.92,51.61,65,70,100,60.0,2.019,43.18,8.87,-4.55,-1.68,-0.36,False,True,0.431,Normal,,✨ Golden Cross (bad for sell),,backfill,
2024-01-09 19:00,2036.1,76.37,76.37,75.73,52.47,85,100,85,60.0,1.932,39.3,8.66,0.0,-1.63,-0.58,True,False,0.415,Normal,,,,backfill,
2024-01-09 20:00,2037.2,75.04,75.04,73.31,51.93,65,100,100,60.0,2.418,42.11,8.19,0.0,-1.57,-0.27,True,False,0.442,Normal,,,,backfill,
2024-01-09 21:00,2037.2,75.34,75.34,74.98,52.06,65,100,100,60.0,2.505,42.59,8.03,0.0,-1.45,-0.54,True,False,0.441,Normal,,,,backfill,
2024-01-09 22:00,2034.3,79.67,79.67,81.39,51.65,85,100,100,60.0,2.357,35.71,8.16,0.0,-1.61,-0.66,True,False,0.366,Normal,,,,backfill,
2024-01-09 23:00,2035.4,79.21,79.21,78.49,51.75,85,100,100,60.0,2.488,32.08,8.22,0.0,-1.57,-0.58,True,False,0.393,Normal,,,,backfill,
2024-01-10 00:00,2032.0,80.11,80.11,83.83,51.83,85,100,100,60.0,2.509,33.2,8.57,0.0,-1.77,-0.8,True,False,0.305,Normal,,,,backfill,
2024-01-10 01:00,2030.0,80.45,80.45,86.41,51.28,85,100,100,60.0,2.429,39.17,8.67,0.0,-1.96,-0.87,True,False,0.253,Normal,,,,backfill,
2024-01-10 02:00,2036.7,67.46,67.46,74.47,50.29,65,100,55,60.0,1.147,49.03,10.21,0.0,-1.75,-0.39,True,False,0.423,Normal,,,,backfill,
2024-01-10 03:00,2041.2,58.9,58.9,69.39,48.98,20,100,55,60.0,1.06,64.66,10.57,0.0,-1.55,-0.11,True,False,0.537,Normal,,,,backfill,
2024-01-10 04:00,2041.5,58.65,58.65,67.95,48.98,20,100,55,60.0,1.095,63.14,10.49,0.0,-1.51,-0.13,True,False,0.544,Normal,,,,backfill,
2024-01-10 05:00,2040.6,58.91,58.91,69.67,48.79,20,100,55,60.0,1.032,61.22,10.47,0.0,-1.54,-0.24,True,False,0.52,Normal,,,,backfill,
2024-01-10 06:00,2039.9,59.25,59.25,71.88,48.6,20,100,55,60.0,1.012,60.53,10.48,0.0,-1.58,-0.15,True,False,0.501,Normal,,,,backfill,
2024-01-10 07:00,2037.1,61.63,61.63,80.84,48.93,40,100,40,60.0,0.969,52.16,10.69,0.0,-1.65,-0.43,True,False,0.428,Normal,,,,backfill,
2024-01-10 08:00,2035.9,65.85,65.85,81.58,48.5,65,100,40,60.0,0.915,48.58,10.66,0.0,-1.57,-0.39,True,False,0.396,Normal,,,,backfill,
2024-01-10 09:00,2033.1,66.23,66.23,84.34,48.04,65,100,40,60.0,0.841,45.07,10.57,0.0,-1.54,-0.5,True,False,0.324,Normal,,,,backfill,
2024-01-10 10:00,2033.3,65.76,65.76,81.77,47.81,65,100,40,60.0,0.823,43.39,10.14,0.0,-1.44,-0.5,True,False,0.328,Normal,,,,backfill,
2024-01-10 11:00,2032.5,61.98,61.98,79.07,47.78,65,100,20,60.0,0.623,42.24,9.13,0.0,-1.13,-0.67,True,False,0.306,Normal,,,,backfill,
2024-01-10 12:00,2029.6,60.92,60.92,82.41,48.1,65,100,10,60.0,0.59,42.24,9.13,0.0,-1.17,-0.81,True,False,0.231,Normal,,,,backfill,
2024-01-10 13:00,2029.1,63.65,63.65,80.24,46.65,85,100,10,60.0,0.545,39.39,8.7,0.0,-0.97,-1.01,True,False,0.217,Normal,,,,backfill,
2024-01-10 14:00,2029.4,60.48,60.48,80.62,47.27,65,100,10,60.0,0.529,45.11,8.62,0.0,-0.8,-1.06,True,False,0.224,Normal,,,,backfill,
2024-01-10 15:00,2029.1,60.34,60.34,79.38,47.64,65,100,10,60.0,0.521,48.19,8.62,0.0,-0.56,-1.04,True,False,0.216,Normal,,,,backfill,
2024-01-10 16:00,2029.8,63.17,63.17,75.93,48.12,85,100,10,60.0,0.536,31.75,8.65,0.0,-0.52,-0.97,True,False,0.233,Normal,,,,backfill,
2024-01-10 18:00,2030.8,65.87,65.87,74.99,50.2,100,100,10,60.0,0.533,16.23,8.59,0.0,-0.51,-0.95,True,False,0.258,Normal,,,,backfill,
2024-01-10 19:00,2032.1,65.86,65.86,74.38,50.76,100,100,10,60.0,0.537,21.34,8.63,0.0,-0.57,-1.08,True,False,0.29,Normal,,,,backfill,
2024-01-10 20:00,2033.8,62.74,62.74,69.33,52.1,85,100,10,60.0,0.562,30.23,8.74,0.0,-0.53,-0.45,True,False,0.333,Normal,,,,backfill,
2024-01-10 21:00,2033.6,63.17,63.17,71.93,52.06,85,100,10,60.0,0.557,31.14,8.69,0.0,-0.76,-0.61,True,False,0.327,Normal,,,,backfill,
2024-01-10 22:00,2035.0,59.38,59.38,69.59,51.69,65,100,10,60.0,0.583,43.14,8.77,0.0,-0.71,-0.39,True,False,0.362,Normal,,,,backfill,
2024-01-10 23:00,2036.0,55.07,55.07,68.4,51.99,40,100,10,60.0,0.597,50.33,8.51,0.0,-0.69,-0.46,True,False,0.387,Normal,,,,backfill,
2024-01-11 00:00,2037.0,51.79,51.79,68.68,52.05,20,100,10,60.0,0.596,64.66,8.51,0.0,-0.6,-0.5,True,False,0.412,Normal,,,,backfill,
2024-01-11 01:00,2038.3,51.08,51.08,64.32,52.14,20,100,10,60.0,0.559,67.36,8.09,0.0,-0.52,-0.41,True,False,0.444,Normal,,,,backfill,
2024-01-11 02:00,2038.3,56.02,56.02,64.04,52.09,50,100,10,60.0,0.575,71.32,7.89,0.0,-0.65,-0.38,True,False,0.444,Normal,,,,backfill,
2024-01-11 03:00,2035.4,62.43,62.43,73.27,51.29,50,100,40,60.0,0.999,71.32,6.45,0.0,-0.79,-0.48,True,False,0.368,Normal,,,,backfill,
2024-01-11 04:00,2035.8,72.71,72.71,75.04,51.19,50,100,100,60.0,2.271,74.81,5.35,0.0,-0.71,-0.43,True,False,0.377,Normal,,,,backfill,
2024-01-11 05:00,2036.4,72.9,72.9,76.15,51.27,50,100,100,60.0,2.391,75.36,5.38,0.0,-0.72,-0.55,True,False,0.392,Normal,,,,backfill,
2024-01-11 06:00,2038.8,72.09,72.09,71.67,50.86,65,100,85,60.0,1.905,80.5,5.7,0.0,-0.77,-0.48,True,False,0.453,Normal,,,,backfill,
2024-01-11 07:00,2036.9,69.72,69.72,73.02,50.3,50,100,85,60.0,1.855,70.76,5.85,0.0,-0.87,-0.58,True,False,0.403,Normal,,,,backfill,
2024-01-11 08:00,2033.7,67.93,67.93,78.04,44.52,40,100,85,60.0,1.938,57.51,5.97,0.0,-0.98,-0.74,True,False,0.32,Normal,,,,backfill,
2024-01-11 09:00,2034.3,69.96,69.96,76.93,42.81,40,100,100,60.0,2.062,55.91,5.94,0.0,-1.01,-0.66,True,False,0.335,Normal,,,,backfill,
2024-01-11 10:00,2033.4,71.54,71.54,77.2,42.02,65,100,85,60.0,1.99,48.88,5.57,0.0,-1.06,-0.64,True,False,0.311,Normal,,,,backfill,
2024-01-11 11:00,2020.8,81.61,81.61,88.72,40.97,100,100,100,60.0,6.31,28.81,11.13,0.0,-1.54,-1.27,True,False,-0.014,Normal,,,,backfill,
2024-01-11 12:00,2018.5,81.87,81.87,90.41,40.82,100,100,100,60.0,6.221,23.47,11.21,0.0,-1.69,-1.41,True,False,-0.074,Normal,,,,backfill,
2024-01-11 13:00,2021.1,81.13,81.13,86.21,40.57,100,100,100,60.0,5.433,27.22,11.31,0.0,-1.28,-1.15,True,False,-0.007,Normal,,,,backfill,
2024-01-11 14:00,2030.9,70.86,70.86,74.54,40.62,65,100,85,60.0,1.664,42.65,13.74,0.0,-0.76,-0.68,True,False,0.245,Normal,,,,backfill,
2024-01-11 15:00,2031.9,69.82,69.82,68.0,40.9,65,100,85,60.0,1.681,42.23,13.75,0.0,-1.0,-0.7,True,False,0.27,Normal,,,,backfill,
2024-01-11 16:00,2033.1,69.63,69.63,66.48,41.31,65,100,85,60.0,1.781,43.87,13.77,0.0,-0.92,-0.65,True,False,0.3,Normal,,,,backfill,
2024-01-11 18:00,2039.5,58.67,58.67,59.35,42.7,40,65,85,60.0,1.597,54.47,14.57,0.0,-0.55,-0.23,True,False,0.464,Normal,,,,backfill,
2024-01-11 19:00,2035.4,57.09,57.09,62.54,10.0,65,100,70,35.0,1.459,49.6,14.96,0.0,-0.74,0.03,True,False,0.357,Normal,,,,backfill,
2024-01-11 20:00,2038.1,52.44,52.44,59.61,10.0,40,100,70,35.0,1.464,51.64,15.06,0.0,-0.67,0.65,True,False,0.426,Normal,,,,backfill,
2024-01-11 21:00,2038.1,56.73,56.73,60.37,10.0,65,100,70,35.0,1.417,49.29,15.02,0.0,-0.61,0.63,True,False,0.425,Normal,,,,backfill,
2024-01-11 22:00,2038.0,53.31,53.31,64.86,10.0,40,100,70,35.0,1.422,51.16,15.02,0.0,-0.63,0.98,True,False,0.421,Normal,,,,backfill,
2024-01-11 23:00,2038.8,52.72,52.72,61.32,10.0,40,100,70,35.0,1.411,55.65,14.99,0.0,-0.6,1.28,True,False,0.441,Normal,,,,backfill,
2024-01-12 00:00,2040.1,46.94,46.94,61.66,10.0,40,65,70,35.0,1.416,56.33,15.01,0.0,-0.55,1.24,True,False,0.474,Normal,,,,backfill,
2024-01-12 01:00,2039.3,47.27,47.27,63.63,10.0,40,65,70,35.0,1.338,56.46,15.01,0.0,-0.66,1.13,True,False,0.452,Normal,,,,backfill,
2024-01-12 02:00,2041.9,48.42,48.42,60.52,10.0,50,65,70,35.0,1.348,79.55,15.1,0.0,-0.54,1.14,True,False,0.518,Normal,,,,backfill,
2024-01-12 03:00,2043.2,50.93,50.93,60.56,10.0,65,65,70,35.0,1.388,85.59,15.13,0.0,-0.43,1.12,True,False,0.551,Normal,,,,backfill,
2024-01-12 04:00,2042.7,51.08,51.08,61.49,10.0,65,65,70,35.0,1.428,83.13,14.94,0.0,-0.44,0.97,True,False,0.537,Normal,,,,backfill,
2024-01-12 05:00,2050.5,44.07,44.07,54.42,10.0,65,30,70,35.0,1.289,82.03,15.99,0.0,-0.03,1.48,True,False,0.737,Normal,,,,backfill,
2024-01-12 06:00,2050.1,43.99,43.99,53.95,10.0,65,30,70,35.0,1.239,80.33,16.01,0.0,0.04,1.61,True,False,0.726,Normal,,,,backfill,
2024-01-12 07:00,2052.6,43.62,43.62,51.73,10.0,65,30,70,35.0,1.24,81.15,16.01,0.0,0.13,1.9,True,False,0.789,Normal,,,,backfill,
2024-01-12 08:00,2061.0,42.45,42.45,44.69,10.0,65,30,70,35.0,1.216,82.28,16.93,0.0,0.57,2.39,True,False,1.004,Normal,,,,backfill,
2024-01-12 09:00,2060.7,45.75,45.75,44.58,29.89,65,30,70,35.0,1.24,92.88,16.64,0.0,0.73,2.39,True,False,0.995,Normal,,,,backfill,
2024-01-12 10:00,2058.3,43.59,43.59,46.93,29.61,65,30,55,35.0,1.175,84.59,16.85,0.0,0.56,2.17,True,False,0.932,Normal,,,,backfill,
2024-01-12 11:00,2052.9,42.29,42.29,54.33,29.42,50,30,55,35.0,1.193,71.39,17.48,0.0,0.34,1.91,True,False,0.791,Normal,,,,backfill,
2024-01-12 12:00,2048.3,38.46,38.46,61.52,29.22,20,65,20,35.0,0.612,63.17,14.55,0.0,0.07,1.99,True,False,0.671,Normal,,,,backfill,
