Ticker,Buy_Score,Sell_Score,Net_Bias,Bias_Tier,Combined_Signal,Buy_Tier,Sell_Tier,Buy_Delta,Sell_Delta,Scenario_Num,Scenario_Signal,Scenario_Thai,Scenario_Icon,Scenario_Action,Scenario_Zone,Scenario_Cond,Scenario_Detail,Buy_D1,Sell_D1,Buy_D2,Sell_D2,Buy_D3,Sell_D3,Buy_D4,Sell_D4,Buy_D5,Sell_D5,Buy_D6,Sell_D6,Price,Pivot_Position,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_S1,Pivot_D1_S2,Base_Date_1,Base_Date_2,As_Of_Running
GOLD,60.27,33.05,27.22,Bullish ↑,Bullish Dominant,Moderate ↑,Weak Sell,11.7,-10.48,3,Bullish Accumulation,สะสมแรงขาขึ้น,💪,BUY,BULLISH,PP≤Price<R1 & Buy≥60 & Sell<45 & Net≥+20,ราคาเหนือ PP กำลังวิ่งหา R1 + Buy แข็ง Sell อ่อน → สะสมแรงเพื่อ breakout,34.34,65.66,89.66,23.45,100.0,20.0,35.0,65.0,100.0,10.0,65.0,10.0,4399.7,PP-R1,4373.33,4458.67,4517.63,4314.37,4229.03,2026-08-02,2026-08-07,09/08/2026 03:56 UTC
