Rank,Ticker,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Golden_Cross,Volatility_Pct,Vol_Ratio,Penalty_Total,Penalty_Reversal,Penalty_DeathCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,News_Top20,Base_Date_1,Base_Date_2,As_Of_Running,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_R3,Pivot_D1_S1,Pivot_D1_S2,Pivot_D1_S3,Pivot_D1_H,Pivot_D1_L,Pivot_D1_C,Pivot_D1_Date,Pivot_W1_PP,Pivot_W1_R1,Pivot_W1_R2,Pivot_W1_R3,Pivot_W1_S1,Pivot_W1_S2,Pivot_W1_S3,Pivot_W1_H,Pivot_W1_L,Pivot_W1_C,Pivot_W1_Date,Pivot_MN_PP,Pivot_MN_R1,Pivot_MN_R2,Pivot_MN_R3,Pivot_MN_S1,Pivot_MN_S2,Pivot_MN_S3,Pivot_MN_H,Pivot_MN_L,Pivot_MN_C,Pivot_MN_Date,Confluence_Zones,Confluence_Count,Pivot_Position,ATR_14d,UPZ_Count,UPZ_1_Label,UPZ_1_Price,UPZ_1_Sources,UPZ_1_Confluence,UPZ_1_DistPts,UPZ_1_DistPct,UPZ_2_Label,UPZ_2_Price,UPZ_2_Sources,UPZ_2_Confluence,UPZ_2_DistPts,UPZ_2_DistPct,UPZ_3_Label,UPZ_3_Price,UPZ_3_Sources,UPZ_3_Confluence,UPZ_3_DistPts,UPZ_3_DistPct,UPZ_4_Label,UPZ_4_Price,UPZ_4_Sources,UPZ_4_Confluence,UPZ_4_DistPts,UPZ_4_DistPct,UPZ_5_Label,UPZ_5_Price,UPZ_5_Sources,UPZ_5_Confluence,UPZ_5_DistPts,UPZ_5_DistPct,UPZ_6_Label,UPZ_6_Price,UPZ_6_Sources,UPZ_6_Confluence,UPZ_6_DistPts,UPZ_6_DistPct,UPZ_7_Label,UPZ_7_Price,UPZ_7_Sources,UPZ_7_Confluence,UPZ_7_DistPts,UPZ_7_DistPct,UPZ_8_Label,UPZ_8_Price,UPZ_8_Sources,UPZ_8_Confluence,UPZ_8_DistPts,UPZ_8_DistPct,UPZ_9_Label,UPZ_9_Price,UPZ_9_Sources,UPZ_9_Confluence,UPZ_9_DistPts,UPZ_9_DistPct,UPZ_10_Label,UPZ_10_Price,UPZ_10_Sources,UPZ_10_Confluence,UPZ_10_DistPts,UPZ_10_DistPct,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD,60.27,64.82,54.42,66.12,11.7,Moderate ↑,34.34,89.66,100,35,100,65.0,3,-4.55,34.34,89.66,20.76,-14.73,-2.65,8.33,6.79,68.37,4135.03,4530.08,4399.7,False,24.95,0.407,-5,0,-5,💀 Death Cross,-1.2,14.9,🔵 Normal (gold up + weak $),⚪ Calm Rally (VIX<20 + gold up),FALSE,2026-08-02,2026-08-07,09/08/2026 23:58 UTC,4373.33,4458.67,4517.63,4602.97,4314.37,4229.03,4170.07,4432.3,4288.0,4399.7,2026-08-07,4101.3,4189.4,4258.8,4346.9,4031.9,3943.8,3874.4,4170.7,4013.2,4120.0,2026-08-02,4099.3,4221.8,4336.6,4459.1,3984.5,3862.0,3747.2,4214.1,3976.8,4107.0,2026-07-31,~4458.89|MN R3(4459.10)+D1 R1(4458.67)|Resistance;~4341.75|W1 R3(4346.90)+MN R2(4336.60)|Resistance;~4225.41|D1 S2(4229.03)+MN R1(4221.80)|Mixed;~4179.73|W1 R1(4189.40)+D1 S3(4170.07)|Mixed;~4100.30|W1 PP(4101.30)+MN PP(4099.30)|Mixed;~3868.20|W1 S3(3874.40)+MN S2(3862.00)|Support,6,PP-R1,77.36,7,BREAKOUT,4534.05,ATR +2 + MA200 + D1 R2,3,134.35,3.05,BULL TARGET,4467.86,ATR +1 + D1 R1,4,68.16,1.55,PULLBACK,4354.96,D1 PP + MN R2,4,-44.74,-1.02,BEAR TARGET,4318.35,ATR -1 + D1 S1,4,-81.35,-1.85,DEEP MEAN,4238.65,W1 R2 + ATR -2 + D1 S2 + MN R1,6,-161.05,-3.66,PULLBACK,4189.4,W1 R1,3,-210.3,-4.78,PULLBACK,4111.88,MA50 + W1 PP + MN PP,5,-287.82,-6.54,,,,,,,,,,,,,,,,,,,2.491,0.113,-0.374,Extended,🟡 Extended (Z≥+2.0),ราคาเหนือ +2.0σ — momentum อาจแรงจริง แต่ pullback risk เพิ่มขึ้น,2.65,Bear Exhaustion,BUY,11.7,66.12,35.59,15
