Rank,Ticker,Side,Timeframe,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1M_Pct,Ret_2W_Pct,Ret_1W_Pct,Ret_1D_Pct,Ret_4H_Pct,RSI_Value,MA_Short,MA_Long,Price,Death_Cross,Golden_Cross,Volatility_Pct,Penalty_Total,Penalty_Reversal,Penalty_GoldenCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running
1,GOLD_H1,SELL,H1,43.92,48.46,40.7,47.13,6.44,Weak Sell,85.08,10,85,70,20,40.0,-2,-4.55,14.92,61.52,0.01,-2.73,-0.79,-1.68,-1.42,30.76,5150.62,5134.45,5051.5,False,True,24.32,-5,0,-5,✨ Golden Cross (bad for sell),2.95,27.29,⚪ Mixed (gold up + strong $),🟢 Fear + Gold Up (VIX 20-30),2026-03-12 11:00,2026-03-13 12:00,13/03/2026 17:06 UTC
