Ticker,Buy_Score,Sell_Score,Net_Bias,Bias_Tier,Buy_Tier,Sell_Tier,Buy_Delta,Sell_Delta,Scenario_Num,Scenario_Signal,Scenario_Thai,Scenario_Icon,Scenario_Action,Scenario_Zone,Scenario_Cond,Scenario_Detail,Buy_D1,Sell_D1,Buy_D2,Sell_D2,Buy_D3,Sell_D3,Buy_D4,Sell_D4,Buy_D5,Sell_D5,Buy_D6,Sell_D6,Price,Pivot_Position,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_S1,Pivot_D1_S2,Base_Date_1,Base_Date_2,As_Of_Running
GOLD,86.37,19.59,66.78,Strong Bullish ↑↑,Very Strong ↑↑,No Sell Signal,2.05,-1.02,3,Bullish Accumulation,สะสมแรงขาขึ้น,💪,BUY,BULLISH,PP≤Price<R1 & Buy≥60 & Sell<45 & Net≥+20,ราคาเหนือ PP กำลังวิ่งหา R1 + Buy แข็ง Sell อ่อน → สะสมแรงเพื่อ breakout,85.22,14.78,79.12,26.96,100.0,20.0,100.0,0.0,70.0,40.0,90.0,40.0,5224.6,PP-R1,5215.6,5239.9,5255.2,5200.3,5176.0,2026-03-03,2026-03-10,11/03/2026 23:54 UTC
