Rank,Ticker,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1Y_Pct,Ret_6M_Pct,Ret_3M_Pct,Ret_1M_Pct,Ret_1W_Pct,RSI_Value,MA50,MA200,Price,Golden_Cross,Volatility_Pct,Vol_Ratio,Penalty_Total,Penalty_Reversal,Penalty_DeathCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,News_Top20,Base_Date_1,Base_Date_2,As_Of_Running,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_R3,Pivot_D1_S1,Pivot_D1_S2,Pivot_D1_S3,Pivot_D1_H,Pivot_D1_L,Pivot_D1_C,Pivot_D1_Date,Pivot_W1_PP,Pivot_W1_R1,Pivot_W1_R2,Pivot_W1_R3,Pivot_W1_S1,Pivot_W1_S2,Pivot_W1_S3,Pivot_W1_H,Pivot_W1_L,Pivot_W1_C,Pivot_W1_Date,Pivot_MN_PP,Pivot_MN_R1,Pivot_MN_R2,Pivot_MN_R3,Pivot_MN_S1,Pivot_MN_S2,Pivot_MN_S3,Pivot_MN_H,Pivot_MN_L,Pivot_MN_C,Pivot_MN_Date,Confluence_Zones,Confluence_Count,Pivot_Position,ATR_14d,UPZ_Count,UPZ_1_Label,UPZ_1_Price,UPZ_1_Sources,UPZ_1_Confluence,UPZ_1_DistPts,UPZ_1_DistPct,UPZ_2_Label,UPZ_2_Price,UPZ_2_Sources,UPZ_2_Confluence,UPZ_2_DistPts,UPZ_2_DistPct,UPZ_3_Label,UPZ_3_Price,UPZ_3_Sources,UPZ_3_Confluence,UPZ_3_DistPts,UPZ_3_DistPct,UPZ_4_Label,UPZ_4_Price,UPZ_4_Sources,UPZ_4_Confluence,UPZ_4_DistPts,UPZ_4_DistPct,UPZ_5_Label,UPZ_5_Price,UPZ_5_Sources,UPZ_5_Confluence,UPZ_5_DistPts,UPZ_5_DistPct,UPZ_6_Label,UPZ_6_Price,UPZ_6_Sources,UPZ_6_Confluence,UPZ_6_DistPts,UPZ_6_DistPct,UPZ_7_Label,UPZ_7_Price,UPZ_7_Sources,UPZ_7_Confluence,UPZ_7_DistPts,UPZ_7_DistPct,UPZ_8_Label,UPZ_8_Price,UPZ_8_Sources,UPZ_8_Confluence,UPZ_8_DistPts,UPZ_8_DistPct,UPZ_9_Label,UPZ_9_Price,UPZ_9_Sources,UPZ_9_Confluence,UPZ_9_DistPts,UPZ_9_DistPct,UPZ_10_Label,UPZ_10_Price,UPZ_10_Sources,UPZ_10_Confluence,UPZ_10_DistPts,UPZ_10_DistPct,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD,57.75,62.3,71.14,44.37,-26.77,Neutral →,2.73,98.03,60,65,70,25.0,-5,-9.09,2.73,98.03,35.68,8.73,-13.95,-5.12,-5.4,39.53,4675.03,4382.37,4500.6,True,18.82,0.889,-10,-10,0,🔴 Strong Reversal,1.09,18.43,🔴 Headwind (gold down + strong $),⚪ Calm Drift (VIX<20 + gold down),FALSE,2026-05-11,2026-05-17,18/05/2026 05:43 UTC,4514.37,4545.23,4589.87,4620.73,4469.73,4438.87,4394.23,4559.0,4483.5,4500.6,2026-05-17,4659.37,4796.03,4897.07,5033.73,4558.33,4421.67,4320.63,4760.4,4522.7,4695.0,2026-05-10,4702.5,4854.2,5069.4,5221.1,4487.3,4335.6,4120.4,4917.7,4550.8,4639.0,2026-04-30,~4551.78|W1 S1(4558.33)+D1 R1(4545.23)|Mixed;~4478.51|MN S1(4487.30)+D1 S1(4469.73)|Support;~4430.27|D1 S2(4438.87)+W1 S2(4421.67)|Support;~4328.11|MN S2(4335.60)+W1 S3(4320.63)|Support,4,S1-PP,78.36,9,RESISTANCE,5069.4,MN R2,1,568.8,12.64,RESISTANCE,4688.76,MN PP + MA50,2,188.16,4.18,BREAKOUT,4658.34,W1 PP + ATR +2,2,157.74,3.5,BULL TARGET,4575.72,D1 R2 + ATR +1 + W1 S1,5,75.12,1.67,RESISTANCE,4529.8,D1 R1 + D1 PP,4,29.2,0.65,SUPPORT,4478.51,MN S1 + D1 S1,4,-22.09,-0.49,BEAR TARGET,4427.59,D1 S2 + ATR -1 + W1 S2,5,-73.01,-1.62,DEEP MEAN,4363.13,MA200 + ATR -2,4,-137.47,-3.05,SUPPORT,4335.6,MN S2,3,-165.0,-3.67,,,,,,,-1.529,-1.336,0.23,Depressed,🔵 Depressed (Z≤-1.5),ราคาต่ำกว่า -1.5σ — oversold zone อาจเป็นจุด mean-revert,-1.821,None,,-26.77,71.14,44.37,15
