Rank,Ticker,Timeframe,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_DirVol,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,Ret_1M_Pct,Ret_2W_Pct,Ret_1W_Pct,Ret_1D_Pct,Ret_4H_Pct,RSI_Value,MA_Short,MA_Long,MA_Short_Period,MA_Long_Period,Price,Golden_Cross,Volatility_Pct,Vol_Ratio,Penalty_Total,Penalty_Reversal,Penalty_DeathCross,Warning_Flags,DXY_1M_Pct,VIX_Level,DXY_Signal,VIX_Signal,Base_Date_1,Base_Date_2,As_Of_Running,Pivot_H4_PP,Pivot_H4_R1,Pivot_H4_R2,Pivot_H4_R3,Pivot_H4_S1,Pivot_H4_S2,Pivot_H4_S3,Pivot_H4_H,Pivot_H4_L,Pivot_H4_C,Pivot_H4_Date,Pivot_D1_PP,Pivot_D1_R1,Pivot_D1_R2,Pivot_D1_R3,Pivot_D1_S1,Pivot_D1_S2,Pivot_D1_S3,Pivot_D1_H,Pivot_D1_L,Pivot_D1_C,Pivot_D1_Date,Pivot_W1_PP,Pivot_W1_R1,Pivot_W1_R2,Pivot_W1_R3,Pivot_W1_S1,Pivot_W1_S2,Pivot_W1_S3,Pivot_W1_H,Pivot_W1_L,Pivot_W1_C,Pivot_W1_Date,Confluence_Zones,Confluence_Count,Pivot_Position,ATR_14d,UPZ_Count,UPZ_1_Label,UPZ_1_Price,UPZ_1_Sources,UPZ_1_Confluence,UPZ_1_DistPts,UPZ_1_DistPct,UPZ_2_Label,UPZ_2_Price,UPZ_2_Sources,UPZ_2_Confluence,UPZ_2_DistPts,UPZ_2_DistPct,UPZ_3_Label,UPZ_3_Price,UPZ_3_Sources,UPZ_3_Confluence,UPZ_3_DistPts,UPZ_3_DistPct,UPZ_4_Label,UPZ_4_Price,UPZ_4_Sources,UPZ_4_Confluence,UPZ_4_DistPts,UPZ_4_DistPct,UPZ_5_Label,UPZ_5_Price,UPZ_5_Sources,UPZ_5_Confluence,UPZ_5_DistPts,UPZ_5_DistPct,UPZ_6_Label,UPZ_6_Price,UPZ_6_Sources,UPZ_6_Confluence,UPZ_6_DistPts,UPZ_6_DistPct,UPZ_7_Label,UPZ_7_Price,UPZ_7_Sources,UPZ_7_Confluence,UPZ_7_DistPts,UPZ_7_DistPct,Z_Score_50d,Z_Score_100d,Z_Score_200d,Z_Zone,Z_Signal,Z_Regime,Z_Delta_5d,Exhaust_Scenario,Exhaust_Action,Net_5d_Change,Max_10d,Min_10d,D5_Shift_5d
1,GOLD_H1,H1,28.22,37.31,24.22,32.22,8.0,Very Weak ↓↓,14.1,83.77,30,0,55,65.0,3,-9.09,14.1,83.77,2.9,-5.64,-1.45,-0.23,-0.29,26.94,4457.09,4516.25,120,480,4430.6,False,17.92,1.196,-10,-5,-5,⚠️ Mild Reversal | 💀💀 Death Cross + Below MAs,-0.42,15.3,🔵 Normal (gold up + weak $),⚪ Calm Rally (VIX<20 + gold up),2026-09-04 08:00,2026-09-08 14:00,08/09/2026 18:25 UTC,4442.4,4455.3,4470.8,4483.7,4426.9,4414.0,4398.5,4457.9,4429.5,4439.8,2026-09-08 08:00:00,4458.17,4490.13,4513.27,4545.23,4435.03,4403.07,4379.93,4481.3,4426.2,4467.0,2026-09-07,4455.9,4558.5,4640.4,4743.0,4374.0,4271.4,4189.5,4537.8,4353.3,4476.6,2026-09-06,~4376.96|W1 S1(4374.0)+D1 S3(4379.93)|Support;~4400.78|H4 S3(4398.5)+D1 S2(4403.07)|Support;~4420.45|H4 S2(4414.0)+H4 S1(4426.9)|Support,7,S2-S1,76.96,7,RESISTANCE,4640.4,W1 R2,1,209.8,4.74,BREAKOUT,4567.52,ATR +2 + MA200 + W1 R1,5,136.92,3.09,BULL TARGET,4503.65,D1 R2 + ATR +1 + D1 R1,5,73.05,1.65,RESISTANCE,4452.93,H4 R2 + D1 PP + W1 PP + H4 R1 + H4 PP + D1 S1,8,22.33,0.5,SUPPORT,4414.66,H4 S1 + H4 S2 + D1 S2,5,-15.94,-0.36,BEAR TARGET,4363.82,W1 S1 + ATR -1,4,-66.78,-1.51,DEEP MEAN,4279.11,MA50 + ATR -2 + W1 S2,3,-151.49,-3.42,0.733,0.085,-0.25,Normal,🟢 Normal,ราคาอยู่ในกรอบปกติ (-1.5σ ถึง +2.0σ) — momentum score ใช้ได้ตามปกติ,-0.435,Topping,HOLD,-54.47,90.79,23.95,-30
