Date,Price,Net_Score,Gross_Score,D1_Return,D2_Volume,D3_RSI,D4_MA,D5_DirVol,D6_External,Vol_Ratio,RSI,Volatility_Pct,Penalty_Scaled,Ret_1W,Ret_1M,Golden_Cross,Z_Score_50d,Z_Zone,Z_Delta_5d,Warning_Flags,Tier,As_Of_Running,Exhaust_Scenario
2025-08-22 07:00,3370.8,26.19,30.73,25.05,4.35,30,0,100,25.0,0.571,22.75,7.01,-4.55,-0.64,-1.72,False,-0.071,Normal,,💀💀 Death Cross + Below MAs,,backfill,
2025-08-25 08:00,3409.0,61.79,66.33,53.02,14.99,80,70,100,80.0,0.188,45.06,22.18,-4.55,0.45,1.14,False,0.802,Normal,,💀 Death Cross,,backfill,
2025-08-26 09:00,3422.2,67.13,71.68,71.02,19.06,100,70,100,70.0,0.277,66.42,16.87,-4.55,1.18,2.67,False,1.078,Normal,,💀 Death Cross,,backfill,
2025-08-27 10:00,3435.7,75.03,75.03,77.93,22.28,80,100,100,70.0,0.485,46.77,9.08,0.0,1.99,3.81,True,1.365,Normal,,,,backfill,
2025-08-28 11:00,3465.8,75.46,75.46,82.78,30.01,70,100,100,70.0,0.531,71.35,9.52,0.0,2.81,4.27,True,2.061,Extended,,,,backfill,
2025-08-29 12:00,3517.5,75.58,75.58,97.93,35.55,50,100,100,70.0,0.202,84.66,10.81,0.0,4.35,5.88,True,3.102,Extreme Extended,,,,backfill,
2025-09-02 20:00,3603.1,77.82,77.82,96.86,50.05,50,100,100,70.0,0.33,82.11,26.68,0.0,5.69,7.8,True,4.27,Extreme Extended,,,,backfill,
2025-09-03 21:00,3605.0,70.41,70.41,76.47,55.97,80,100,40,70.0,1.317,47.46,13.42,0.0,5.34,5.65,True,3.583,Extreme Extended,,,,backfill,
2025-09-04 22:00,3610.3,78.49,78.49,83.42,62.54,100,100,55,70.0,1.121,56.27,13.29,0.0,5.08,5.21,True,3.226,Extreme Extended,,,,backfill,
2025-09-07 23:00,3626.8,81.25,81.25,79.01,78.51,60,100,100,70.0,0.241,39.13,16.57,0.0,4.65,5.48,True,3.046,Extreme Extended,,,,backfill,
2025-09-09 00:00,3693.4,88.21,88.21,93.13,81.12,100,100,85,70.0,0.768,68.24,10.26,0.0,5.0,7.2,True,3.439,Extreme Extended,,,,backfill,
2025-09-10 01:00,3680.6,75.31,75.31,70.39,76.47,80,100,55,70.0,1.096,46.83,16.02,0.0,2.15,5.49,True,2.929,Extreme Extended,,,,backfill,
2025-09-11 02:00,3670.7,77.01,77.01,64.98,67.08,60,100,100,70.0,0.542,36.23,9.03,0.0,1.82,6.69,True,2.555,Extreme Extended,,,,backfill,
2025-09-12 03:00,3686.3,85.23,85.23,72.81,68.57,100,100,100,70.0,0.375,63.6,9.15,0.0,2.11,8.27,True,2.504,Extreme Extended,,,,backfill,
2025-09-15 04:00,3682.4,68.59,68.59,64.02,57.51,80,100,40,70.0,1.302,44.71,9.0,0.0,1.53,8.34,True,2.298,Extended,,,,backfill,
2025-09-16 06:00,3731.0,84.87,84.87,70.27,68.94,100,100,100,70.0,0.475,61.76,12.67,0.0,1.02,9.39,True,2.53,Extreme Extended,,,,backfill,
2025-09-17 07:00,3701.2,54.4,54.4,48.39,68.02,30,100,10,70.0,2.395,25.24,10.04,0.0,0.56,9.1,True,2.104,Extended,,,,backfill,
2025-09-18 08:00,3696.9,64.77,64.77,50.38,83.23,100,65,20,70.0,1.636,50.56,22.14,0.0,0.71,8.93,True,1.942,Normal,,,,backfill,
2025-09-19 09:00,3696.1,64.58,64.58,53.63,78.84,100,65,20,70.0,1.545,66.76,14.27,0.0,0.27,9.27,True,1.84,Normal,,,,backfill,
2025-09-22 10:00,3760.2,79.61,79.61,71.13,81.52,70,100,85,70.0,0.616,75.87,13.66,0.0,2.11,11.63,True,2.201,Extended,,,,backfill,
2025-09-23 11:00,3811.5,85.52,85.52,67.04,91.05,100,100,85,70.0,0.761,63.65,14.28,0.0,2.16,13.07,True,2.411,Extended,,,,backfill,
2025-09-24 12:00,3768.3,64.27,64.27,43.85,91.79,60,100,20,70.0,1.568,37.21,14.14,0.0,1.81,11.79,True,1.957,Normal,,,,backfill,
2025-09-25 13:00,3772.9,75.36,75.36,57.01,95.16,100,100,20,80.0,1.604,54.63,12.78,0.0,2.06,10.67,True,1.876,Normal,,,,backfill,
2025-09-26 14:00,3808.6,84.85,84.85,66.15,87.98,100,100,85,70.0,0.729,69.96,13.78,0.0,3.04,11.29,True,2.002,Extended,,,,backfill,
2025-09-29 15:00,3857.1,85.03,85.03,68.01,92.16,100,100,70,80.0,0.917,57.67,19.25,0.0,2.58,12.27,True,2.179,Extended,,,,backfill,
2025-09-30 16:00,3887.6,78.05,78.05,64.04,94.26,100,100,40,70.0,1.242,51.21,23.91,0.0,2.0,12.17,True,2.223,Extended,,,,backfill,
2025-10-01 18:00,3887.5,79.29,79.29,57.0,88.75,60,100,100,70.0,0.581,35.75,13.62,0.0,3.16,10.52,True,2.078,Extended,,,,backfill,
2025-10-02 19:00,3886.8,65.79,65.79,49.81,84.9,80,100,10,70.0,2.791,44.12,19.08,0.0,3.02,7.87,True,1.952,Normal,,,,backfill,
2025-10-05 20:00,3926.1,83.36,83.36,63.79,86.39,70,100,100,80.0,0.597,71.01,14.21,0.0,3.09,8.91,True,2.054,Extended,,,,backfill,
2025-10-07 06:00,3983.1,82.1,82.1,66.65,90.96,100,100,55,80.0,1.052,59.98,13.51,0.0,3.27,10.33,True,2.209,Extended,,,,backfill,
2025-10-08 07:00,4060.0,71.05,71.05,81.83,94.49,50,100,20,80.0,1.858,82.52,14.33,0.0,4.43,11.94,True,2.432,Extended,,,,backfill,
2025-10-09 08:00,4072.9,78.15,78.15,76.02,92.86,100,100,20,80.0,1.559,68.54,15.66,0.0,4.77,10.28,True,2.326,Extended,,,,backfill,
2025-10-10 09:00,3996.1,69.33,69.33,38.74,97.24,80,100,10,90.0,2.2,44.54,29.81,0.0,2.81,8.57,True,1.854,Normal,,,,backfill,
2025-10-13 10:00,4117.6,84.54,84.54,94.51,97.73,50,100,85,80.0,0.697,84.76,28.19,0.0,4.88,12.17,True,2.298,Extended,,,,backfill,
2025-10-14 11:00,4154.3,80.4,80.4,83.81,98.6,100,100,10,90.0,3.013,50.05,25.79,0.0,4.3,12.7,True,2.304,Extended,,,,backfill,
2025-10-15 12:00,4215.5,92.77,92.77,86.81,94.83,100,100,85,90.0,0.761,59.12,15.93,0.0,3.83,14.48,True,2.399,Extended,,,,backfill,
2025-10-16 13:00,4309.5,79.41,79.41,99.16,97.3,70,100,20,90.0,1.57,71.68,17.78,0.0,5.81,15.51,True,2.605,Extreme Extended,,,,backfill,
2025-10-17 14:00,4249.6,67.07,67.07,73.15,99.27,30,100,10,90.0,2.136,24.52,40.08,0.0,6.34,14.82,True,2.164,Extended,,,,backfill,
2025-10-20 15:00,4394.3,84.07,84.07,97.49,91.9,50,100,85,80.0,0.643,84.23,37.71,0.0,6.72,18.86,True,2.547,Extreme Extended,,,,backfill,
2025-10-21 16:00,4138.5,47.52,52.07,30.7,96.7,30,65,10,80.0,2.971,7.13,32.14,-4.55,-0.38,11.97,True,1.492,Normal,,⚠️ Mild Reversal,,backfill,
2025-10-22 18:00,4119.2,54.43,58.98,18.01,90.85,80,65,20,80.0,1.911,45.6,48.57,-4.55,-2.28,9.55,True,1.366,Normal,,⚠️ Mild Reversal,,backfill,
2025-10-23 19:00,4136.8,69.57,69.57,12.57,74.82,100,65,85,80.0,0.798,52.05,22.6,0.0,-4.01,8.53,True,1.368,Normal,,,,backfill,
2025-10-26 20:00,4095.2,54.38,58.92,12.24,76.3,100,65,20,80.0,1.602,54.61,29.69,-4.55,-3.63,8.67,True,1.171,Normal,,⚠️ Mild Reversal,,backfill,
2025-10-27 21:00,4024.4,44.41,48.96,11.05,72.7,80,30,20,80.0,1.828,41.97,24.17,-4.55,-8.42,6.67,True,0.884,Normal,,⚠️ Mild Reversal,,backfill,
2025-10-28 22:00,3975.0,43.69,52.78,14.75,66.9,100,0,55,80.0,1.042,61.88,31.65,-9.09,-3.95,4.37,False,0.678,Normal,,⚠️ Mild Reversal | 💀💀 Death Cross + Below MAs,,backfill,
2025-10-29 23:00,3947.3,27.04,36.13,8.64,58.13,30,0,40,80.0,1.393,22.19,26.4,-9.09,-4.17,2.34,False,0.545,Normal,,⚠️ Mild Reversal | 💀💀 Death Cross + Below MAs,,backfill,
2025-10-31 00:00,4018.4,53.63,58.17,19.3,49.74,100,0,100,80.0,0.437,55.45,28.57,-4.55,-2.86,3.36,False,0.771,Normal,,💀💀 Death Cross + Below MAs,,backfill,
2025-11-03 01:00,4028.4,42.26,46.8,25.76,40.06,80,35,20,80.0,1.514,48.56,23.76,-4.55,-1.63,3.62,False,0.777,Normal,,💀 Death Cross,,backfill,
2025-11-04 02:00,4004.0,38.65,47.74,18.94,32.51,80,35,40,80.0,1.438,40.96,15.9,-9.09,-0.51,3.02,False,0.653,Normal,,⚠️ Mild Reversal | 💀 Death Cross,,backfill,
2025-11-05 03:00,3990.0,41.4,45.95,28.73,26.94,100,0,40,80.0,1.402,63.71,17.42,-4.55,0.38,1.63,False,0.57,Normal,,💀💀 Death Cross + Below MAs,,backfill,
2025-11-06 04:00,4020.3,49.46,54.01,36.93,17.1,70,35,85,80.0,0.793,70.8,11.36,-4.55,1.85,0.93,False,0.665,Normal,,💀 Death Cross,,backfill,
2025-11-07 05:00,4015.7,38.79,43.34,30.22,14.8,100,35,55,25.0,1.176,64.9,15.52,-4.55,-0.07,-1.09,False,0.617,Normal,,💀 Death Cross,,backfill,
2025-11-10 06:00,4093.8,50.19,54.74,45.56,17.87,50,35,100,80.0,0.298,90.89,14.82,-4.55,1.62,0.51,False,0.93,Normal,,💀 Death Cross,,backfill,
2025-11-11 07:00,4140.7,60.04,64.58,53.25,14.26,100,70,70,80.0,0.976,62.66,12.06,-4.55,3.41,3.62,False,1.11,Normal,,💀 Death Cross,,backfill,
2025-11-12 08:00,4132.9,50.71,55.25,45.2,16.33,80,70,40,80.0,1.248,40.86,17.06,-4.55,3.58,0.37,False,1.047,Normal,,💀 Death Cross,,backfill,
2025-11-13 09:00,4199.9,70.6,70.6,53.22,30.35,80,100,70,90.0,0.866,46.63,27.41,0.0,4.47,1.1,True,1.328,Normal,,,,backfill,
2025-11-14 10:00,4095.5,27.55,27.55,29.09,41.19,30,30,10,25.0,2.557,28.17,36.38,0.0,1.99,-2.85,True,0.777,Normal,,,,backfill,
2025-11-17 11:00,4071.1,38.18,42.72,31.07,25.26,80,30,70,20.0,0.9,45.52,18.52,-4.55,-0.55,-5.53,True,0.624,Normal,,⚠️ Mild Reversal,,backfill,
2025-11-18 12:00,4072.1,44.6,44.6,38.94,33.68,70,65,40,20.0,1.202,72.79,31.73,0.0,-1.66,-4.18,True,0.602,Normal,,,,backfill,
2025-11-19 13:00,4087.9,54.12,54.12,37.58,32.13,100,65,70,20.0,0.967,53.88,25.35,0.0,-1.09,-6.97,True,0.654,Normal,,,,backfill,
2025-11-20 14:00,4084.4,51.27,55.81,42.44,37.44,100,65,70,20.0,0.87,56.64,25.77,-4.55,-2.75,-1.31,True,0.606,Normal,,⚠️ Mild Reversal,,backfill,
2025-11-21 15:00,4064.5,52.5,57.05,38.01,34.3,100,65,85,20.0,0.737,60.43,25.56,-4.55,-0.76,-1.33,True,0.467,Normal,,⚠️ Mild Reversal,,backfill,
2025-11-24 16:00,4133.8,53.19,53.19,62.82,31.3,50,100,55,20.0,1.052,85.1,18.84,0.0,1.54,-0.07,True,0.834,Normal,,,,backfill,
2025-11-25 18:00,4167.6,81.25,81.25,67.4,55.12,100,100,85,80.0,0.715,57.76,47.61,0.0,2.35,1.77,True,1.001,Normal,,,,backfill,
2025-11-26 19:00,4197.1,75.21,75.21,73.35,27.9,100,100,70,80.0,0.807,50.0,15.32,0.0,2.67,4.29,True,1.142,Normal,,,,backfill,
2025-12-01 09:00,4273.2,80.52,80.52,79.48,33.66,100,100,100,70.0,0.384,52.72,24.45,0.0,4.62,7.5,True,1.557,Normal,,,,backfill,
2025-12-02 10:00,4200.8,55.9,55.9,64.76,30.66,60,100,10,70.0,2.32,32.3,23.01,0.0,3.35,6.42,True,1.064,Normal,,,,backfill,
2025-12-03 11:00,4231.9,63.52,63.52,72.58,23.55,60,100,55,70.0,1.11,38.24,18.71,0.0,2.37,5.31,True,1.226,Normal,,,,backfill,
2025-12-04 12:00,4246.6,68.44,68.44,74.92,10.69,100,100,55,70.0,1.008,62.28,14.65,0.0,1.9,5.42,True,1.305,Normal,,,,backfill,
2025-12-05 13:00,4239.3,50.05,50.05,59.95,15.34,80,65,10,70.0,4.079,45.9,13.92,0.0,1.01,5.88,True,1.226,Normal,,,,backfill,
2025-12-08 14:00,4216.1,44.44,48.99,52.58,6.34,60,65,40,70.0,1.462,31.76,12.45,-4.55,-1.34,5.67,True,1.028,Normal,,⚠️ Mild Reversal,,backfill,
2025-12-09 15:00,4240.8,63.92,63.92,66.15,7.35,70,100,70,70.0,0.996,75.58,10.28,0.0,0.95,5.48,True,1.176,Normal,,,,backfill,
2025-12-10 16:00,4258.3,75.24,75.24,64.91,16.56,100,100,100,70.0,0.426,65.21,13.57,0.0,0.62,6.04,True,1.289,Normal,,,,backfill,
2025-12-11 18:00,4305.9,66.54,66.54,59.83,14.4,70,100,85,70.0,0.662,79.62,16.2,0.0,1.4,5.18,True,1.642,Normal,,,,backfill,
2025-12-14 19:00,4339.5,58.09,58.09,61.02,27.5,80,100,10,70.0,3.401,46.47,27.08,0.0,2.36,4.8,True,1.854,Normal,,,,backfill,
2025-12-15 20:00,4336.3,53.84,53.84,48.16,19.86,30,100,55,70.0,1.131,28.21,15.12,0.0,2.85,4.92,True,1.752,Normal,,,,backfill,
2025-12-16 21:00,4343.3,66.49,66.49,57.97,15.95,100,100,55,70.0,1.055,64.4,17.19,0.0,2.42,3.41,True,1.749,Normal,,,,backfill,
2025-12-17 22:00,4363.4,75.9,75.9,68.23,17.14,100,100,100,70.0,0.45,60.67,12.89,0.0,2.47,6.54,True,1.843,Normal,,,,backfill,
2025-12-18 23:00,4350.8,67.29,67.29,54.6,29.16,80,100,70,70.0,0.983,42.76,17.36,0.0,1.04,6.87,True,1.679,Normal,,,,backfill,
2025-12-22 00:00,4433.5,71.42,71.42,86.45,22.05,50,100,100,70.0,0.355,83.22,12.12,0.0,2.17,8.88,True,2.257,Extended,,,,backfill,
2025-12-23 01:00,4513.9,75.29,75.29,87.95,23.81,70,100,100,70.0,0.423,75.13,12.63,0.0,4.1,10.42,True,2.691,Extreme Extended,,,,backfill,
2025-12-24 11:30,4502.8,65.96,65.96,73.12,42.64,100,100,10,70.0,2.598,50.39,26.44,0.0,3.67,10.24,True,2.39,Extended,,,,backfill,
2025-12-28 23:00,4538.6,73.67,73.67,86.31,35.69,80,100,70,70.0,0.868,43.89,23.63,0.0,4.02,11.66,True,2.442,Extended,,,,backfill,
2025-12-30 00:00,4392.0,55.07,55.07,36.13,49.27,100,65,10,70.0,2.544,54.86,35.03,0.0,0.95,6.25,True,1.364,Normal,,,,backfill,
2025-12-31 01:00,4339.0,47.51,52.06,5.46,41.9,60,65,70,70.0,0.959,39.56,30.87,-4.55,-2.13,4.11,True,0.961,Normal,,⚠️ Mild Reversal,,backfill,
2026-01-02 08:00,4377.6,63.65,63.65,17.96,28.92,100,65,100,70.0,0.543,63.77,32.15,0.0,-3.02,4.3,True,1.183,Normal,,,,backfill,
2026-01-05 09:00,4447.8,68.52,68.52,31.71,39.43,70,100,100,70.0,0.345,70.1,26.08,0.0,-1.22,4.09,True,1.6,Normal,,,,backfill,
2026-01-06 10:00,4488.5,68.41,68.41,53.46,32.01,100,100,55,70.0,1.152,60.53,17.36,0.0,-1.1,6.85,True,1.807,Normal,,,,backfill,
2026-01-07 11:00,4474.2,64.33,64.33,47.88,33.12,80,100,55,70.0,1.12,45.0,18.15,0.0,1.87,5.73,True,1.65,Normal,,,,backfill,
2026-01-08 12:00,4472.8,71.68,71.68,44.41,30.66,100,100,85,70.0,0.727,64.27,13.59,0.0,3.08,5.33,True,1.591,Normal,,,,backfill,
2026-01-09 13:00,4505.9,73.4,73.4,51.95,48.42,100,100,70,70.0,0.886,63.26,18.05,0.0,2.93,6.29,True,1.71,Normal,,,,backfill,
2026-01-12 14:00,4620.6,85.29,85.29,71.89,59.85,100,100,100,80.0,0.343,62.47,28.96,0.0,3.89,9.59,True,2.239,Extended,,,,backfill,
2026-01-13 15:00,4594.1,76.95,76.95,41.26,70.45,100,100,70,80.0,0.957,51.48,17.92,0.0,2.35,8.33,True,1.956,Normal,,,,backfill,
2026-01-14 16:00,4633.9,84.33,84.33,76.11,84.87,80,100,85,80.0,0.792,46.58,14.75,0.0,3.57,8.82,True,2.043,Extended,,,,backfill,
2026-01-15 18:00,4614.6,77.71,77.71,60.45,70.82,100,100,55,80.0,1.054,52.5,18.1,0.0,3.17,7.17,True,1.85,Normal,,,,backfill,
2026-01-20 00:00,4720.6,88.46,88.46,90.27,80.49,70,100,100,90.0,0.492,73.49,34.4,0.0,4.76,8.78,True,2.318,Extended,,,,backfill,
2026-01-21 01:00,4850.2,83.64,83.64,93.95,92.91,50,100,85,80.0,0.609,83.48,20.08,0.0,4.97,11.85,True,2.786,Extreme Extended,,,,backfill,
2026-01-22 02:00,4833.5,73.88,73.88,81.86,91.42,80,100,20,70.0,1.973,49.47,38.03,0.0,5.21,11.29,True,2.497,Extended,,,,backfill,
2026-01-23 03:00,4915.3,88.36,88.36,84.45,90.73,100,100,85,70.0,0.767,52.7,21.92,0.0,6.07,12.65,True,2.652,Extreme Extended,,,,backfill,
2026-01-26 04:00,5082.2,85.05,85.05,94.94,95.36,50,100,100,70.0,0.335,87.43,20.82,0.0,10.13,16.81,True,3.11,Extreme Extended,,,,backfill,
2026-01-27 05:00,5082.5,80.57,80.57,79.45,93.95,100,100,40,70.0,1.364,62.89,31.27,0.0,7.67,14.64,True,2.836,Extreme Extended,,,,backfill,
2026-01-28 06:00,5294.2,88.52,88.52,93.55,97.56,70,100,100,70.0,0.321,78.82,32.99,0.0,9.15,17.29,True,3.324,Extreme Extended,,,,backfill,
2026-01-29 07:00,5564.5,93.59,93.59,96.08,95.49,100,100,100,70.0,0.49,69.75,39.21,0.0,15.12,23.58,True,3.731,Extreme Extended,,,,backfill,
2026-01-30 08:00,5045.6,55.34,55.34,49.98,97.04,30,65,20,70.0,1.916,22.16,120.43,0.0,2.65,11.17,True,1.844,Normal,,,,backfill,
2026-02-03 11:00,4978.2,52.19,56.74,51.88,93.56,50,65,10,70.0,4.249,84.48,134.54,-4.55,-2.05,13.35,True,1.579,Normal,,⚠️ Mild Reversal,,backfill,
2026-02-04 12:00,4921.3,52.73,57.28,34.7,88.95,30,65,55,70.0,1.129,13.89,43.15,-4.55,-3.17,13.42,True,1.326,Normal,,⚠️ Mild Reversal,,backfill,
2026-02-05 13:00,4880.4,54.07,58.61,27.78,78.9,80,65,20,80.0,1.743,48.72,68.27,-4.55,-7.82,11.49,True,1.152,Normal,,⚠️ Mild Reversal,,backfill,
2026-02-06 14:00,4980.7,67.9,67.9,43.5,63.88,100,65,55,80.0,1.054,66.73,52.07,0.0,-10.49,11.98,True,1.4,Normal,,,,backfill,
2026-02-09 15:00,5102.9,75.97,75.97,51.84,48.98,100,100,85,70.0,0.729,60.42,35.14,0.0,1.14,13.69,True,1.692,Normal,,,,backfill,
2026-02-10 16:00,5047.9,59.22,59.22,28.81,36.5,80,100,40,70.0,1.342,47.42,20.1,0.0,1.4,12.82,True,1.465,Normal,,,,backfill,
2026-02-11 18:00,5083.5,66.18,66.18,40.52,31.56,100,100,55,70.0,1.121,51.7,21.19,0.0,3.3,13.65,True,1.502,Normal,,,,backfill,
2026-02-12 19:00,4946.7,38.52,38.52,17.93,28.2,30,65,10,80.0,4.57,23.38,38.02,0.0,1.36,9.78,True,1.054,Normal,,,,backfill,
2026-02-15 20:00,5047.6,60.12,60.12,26.36,19.35,70,65,100,80.0,0.588,72.91,27.05,0.0,1.34,9.24,True,1.302,Normal,,,,backfill,
2026-02-17 21:00,4923.8,34.24,38.79,17.57,15.16,80,30,10,80.0,2.748,44.43,40.85,-4.55,-3.51,7.18,True,0.904,Normal,,⚠️ Mild Reversal,,backfill,
2026-02-18 22:00,5000.4,62.54,62.54,29.82,10.44,100,65,100,70.0,0.429,63.32,19.44,0.0,-0.94,7.91,True,1.089,Normal,,,,backfill,
2026-02-19 23:00,5017.5,46.96,51.5,30.81,8.19,100,35,55,80.0,1.045,50.34,17.23,-4.55,-1.3,8.73,False,1.096,Normal,,💀 Death Cross,,backfill,
2026-02-23 00:00,5179.9,64.25,68.79,50.5,12.25,100,70,100,80.0,0.452,68.77,39.15,-4.55,4.71,9.73,False,1.524,Normal,,💀 Death Cross,,backfill,
2026-02-24 01:00,5193.6,52.51,57.05,33.44,8.88,80,70,70,80.0,0.989,43.4,26.13,-4.55,2.89,7.08,False,1.495,Normal,,💀 Death Cross,,backfill,
2026-02-25 02:00,5203.8,61.2,61.2,37.51,9.67,100,100,40,80.0,1.225,65.54,21.71,0.0,5.69,7.66,True,1.466,Normal,,,,backfill,
2026-02-26 03:00,5195.8,48.93,48.93,33.0,10.56,60,100,10,80.0,2.382,39.15,21.25,0.0,3.91,5.71,True,1.384,Normal,,,,backfill,
2026-02-27 04:00,5192.3,65.53,65.53,29.96,18.24,80,100,85,80.0,0.77,47.89,16.97,0.0,3.48,2.17,True,1.321,Normal,,,,backfill,
2026-03-02 05:00,5404.1,79.88,79.88,57.6,31.7,100,100,100,90.0,0.364,67.75,51.23,0.0,4.33,6.33,True,1.872,Normal,,,,backfill,
2026-03-03 06:00,5154.0,26.09,30.64,18.36,40.48,30,65,10,20.0,3.353,21.84,42.87,-4.55,-0.76,-2.65,True,1.073,Normal,,⚠️ Mild Reversal,,backfill,
2026-03-04 07:00,5182.0,45.91,45.91,40.33,40.12,70,65,40,20.0,1.389,70.95,60.01,0.0,-0.42,-6.87,True,1.118,Normal,,,,backfill,
2026-03-05 08:00,5126.5,45.82,50.36,25.92,41.26,60,65,20,90.0,1.534,34.4,21.74,-4.55,-1.33,1.6,True,0.913,Normal,,⚠️ Mild Reversal,,backfill,
2026-03-06 09:00,5139.3,73.77,73.77,40.45,47.16,100,65,100,90.0,0.465,62.3,26.14,0.0,-1.02,3.24,True,0.918,Normal,,,,backfill,
2026-03-09 10:00,5102.6,50.93,55.48,21.76,51.11,100,30,40,90.0,1.431,61.71,29.6,-4.55,-5.58,3.68,True,0.773,Normal,,⚠️ Mild Reversal,,backfill,
2026-03-10 11:00,5238.0,83.03,83.03,57.62,50.58,100,100,100,90.0,0.406,68.48,22.68,0.0,1.63,7.33,True,1.156,Normal,,,,backfill,
2026-03-11 12:00,5183.1,53.08,53.08,30.62,47.86,30,100,20,90.0,1.809,28.31,16.61,0.0,0.02,4.06,True,0.947,Normal,,,,backfill,
2026-03-12 13:00,5112.4,40.63,45.18,17.63,53.42,60,30,20,90.0,1.831,35.05,21.36,-4.55,-0.28,0.19,True,0.686,Normal,,⚠️ Mild Reversal,,backfill,
2026-03-13 14:00,5050.9,40.03,44.57,18.13,59.31,60,30,10,90.0,2.918,31.22,23.84,-4.55,-1.72,0.06,True,0.455,Normal,,⚠️ Mild Reversal,,backfill,
2026-03-13 16:00,5023.1,26.42,26.42,11.71,56.81,30,30,10,20.0,3.08,29.02,25.01,0.0,-2.45,-0.75,True,0.361,Normal,,,,backfill,
2026-03-16 01:00,5021.7,38.68,38.68,19.65,47.46,80,30,40,15.0,1.379,44.74,31.82,0.0,-0.7,-1.09,True,0.347,Normal,-0.306,None,Weak ↓,16/03/2026 06:06 UTC,Topping
