Date,Price,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,RSI_Value,MA50,MA200,Golden_Cross,Volatility_Pct,Penalty_Total,Warning_Flags
2026-02-10,5003.8,72.97,72.97,72.91,73.03,0.13,Moderate ↑,92.79,40.4,100,100,40,65.0,3,0.0,92.79,40.4,54.84,4559.85,3826.22,True,52.73,0,None
2026-02-11,5071.6,72.92,72.92,72.69,73.16,0.47,Moderate ↑,93.13,40.84,100,100,40,65.0,3,0.0,93.13,40.84,54.61,4576.92,3834.91,True,52.73,0,None
2026-02-12,4923.7,71.72,71.72,73.65,69.79,-3.85,Moderate ↑,83.37,40.38,80,100,40,75.0,5,0.0,83.37,40.38,48.58,4590.61,3842.94,True,54.06,0,None
2026-02-13,5022.0,72.71,72.71,75.68,69.74,-5.94,Moderate ↑,84.98,38.49,80,100,40,75.0,5,0.0,84.98,38.49,48.43,4607.32,3851.52,True,54.3,0,None
2026-02-17,4882.9,70.95,70.95,74.09,67.8,-6.29,Moderate ↑,73.71,38.09,80,100,40,75.0,5,0.0,73.71,38.09,45.03,4620.99,3859.89,True,55.35,0,None
2026-02-18,4986.5,70.5,70.5,73.03,67.97,-5.06,Moderate ↑,84.34,38.49,80,100,40,65.0,3,0.0,84.34,38.49,41.54,4636.48,3868.66,True,54.39,0,None
2026-02-19,4975.9,70.64,70.64,73.16,68.12,-5.04,Moderate ↑,79.18,34.56,80,100,40,75.0,5,0.0,79.18,34.56,40.78,4651.74,3876.98,True,54.23,0,None
2026-02-20,5080.9,75.04,75.04,69.79,80.29,10.49,Strong ↑,88.61,88.11,100,100,40,65.0,3,0.0,88.61,88.11,63.52,4669.62,3885.33,True,54.43,0,None
2026-02-23,5204.7,73.56,73.56,69.74,77.38,7.64,Moderate ↑,91.51,87.79,70,100,40,75.0,5,0.0,91.51,87.79,70.95,4689.58,3894.45,True,54.83,0,None
2026-02-24,5155.8,75.34,75.34,67.8,82.89,15.09,Strong ↑,89.62,87.69,100,100,40,80.0,6,0.0,89.62,87.69,60.89,4708.76,3903.74,True,54.58,0,None
2026-02-25,5206.4,75.38,75.38,67.97,82.79,14.81,Strong ↑,88.57,88.15,100,100,40,80.0,6,0.0,88.57,88.15,62.0,4727.18,3913.1,True,54.66,0,None
2026-02-26,5176.5,75.28,75.28,68.12,82.43,14.3,Strong ↑,86.69,87.87,100,100,40,80.0,6,0.0,86.69,87.87,63.56,4744.71,3922.88,True,52.53,0,None
2026-02-27,5230.5,75.32,75.32,80.29,70.36,-9.93,Strong ↑,82.15,75.0,100,100,40,25.0,-5,0.0,82.15,75.0,62.4,4763.19,3932.83,True,52.65,0,None
2026-03-02,5294.4,74.9,74.9,77.38,72.41,-4.97,Moderate ↑,81.93,67.55,100,100,70,15.0,-7,0.0,81.93,67.55,61.16,4782.98,3943.4,True,32.74,0,None
2026-03-03,5107.4,84.11,84.11,82.89,85.34,2.46,Strong ↑,82.11,69.94,100,100,70,90.0,8,0.0,82.11,69.94,54.21,4798.18,3952.83,True,34.7,0,None
2026-03-04,5193.7,86.67,86.67,82.79,90.56,7.77,Very Strong ↑↑,86.51,76.83,100,100,90,90.0,8,0.0,86.51,76.83,54.89,4815.27,3962.89,True,28.63,0,None
2026-03-05,5065.3,83.85,83.85,82.43,85.27,2.85,Strong ↑,74.68,76.95,100,100,70,90.0,8,0.0,74.68,76.95,55.76,4829.34,3972.07,True,30.2,0,None
2026-03-06,5146.1,78.08,78.08,70.36,85.8,15.44,Strong ↑,77.71,77.07,100,100,70,90.0,8,0.0,77.71,77.07,55.12,4843.37,3981.4,True,30.16,0,None
2026-03-09,5091.5,80.45,80.45,72.41,88.49,16.08,Strong ↑,74.4,76.53,100,100,90,90.0,8,0.0,74.4,76.53,59.25,4855.55,3990.31,True,29.96,0,None
2026-03-10,5224.6,86.37,86.37,85.34,87.39,2.05,Very Strong ↑↑,85.22,79.12,100,100,70,90.0,8,0.0,85.22,79.12,60.29,4870.43,3999.97,True,30.49,0,None
2026-03-11,5160.0,88.57,88.57,90.56,86.58,-3.98,Very Strong ↑↑,76.16,83.33,100,100,70,90.0,8,0.0,76.16,83.33,57.6,4883.05,4008.95,True,30.65,0,None
2026-03-12,5102.2,85.88,85.88,85.27,86.5,1.23,Very Strong ↑↑,74.26,84.72,100,100,70,90.0,8,0.0,74.26,84.72,50.92,4898.59,4017.97,True,30.65,0,None
