Date,Price,Net_Score_Avg,Gross_Score_Avg,Net_Score_BD1,Net_Score_BD2,Score_Delta,Tier,D1_ReturnRank,D2_VolumeRank,D3_RSI,D4_MA,D5_Volatility,D6_External,D6_Raw,Penalty_Scaled,WP_Return_Pct,WP_Volume_Pct,RSI_Value,MA50,MA200,Death_Cross,Volatility_Pct,Penalty_Total,Warning_Flags
2025-10-03,3880.8,10.12,14.66,11.36,8.87,-2.49,No Sell Signal,5.5,10.0,50,0,5,10.0,-8,-4.55,94.5,56.91,72.49,3525.99,3192.38,False,12.22,-5,Golden Cross
2025-10-06,3948.5,13.62,18.17,14.67,12.57,-2.09,No Sell Signal,2.71,10.0,50,0,5,35.0,-3,-4.55,97.29,55.82,75.83,3538.28,3198.94,False,13.1,-5,Golden Cross
2025-10-07,3976.6,11.38,15.92,10.27,12.49,2.23,No Sell Signal,2.23,10.0,50,0,5,35.0,-3,-4.55,97.77,56.16,78.15,3551.63,3205.87,False,13.09,-5,Golden Cross
2025-10-08,4043.3,12.39,16.94,9.98,14.8,4.82,No Sell Signal,1.08,10.0,65,0,5,35.0,-3,-4.55,98.92,56.41,86.18,3566.03,3212.94,False,13.66,-5,Golden Cross
2025-10-09,3946.3,11.99,16.53,10.29,13.68,3.39,No Sell Signal,9.34,10.0,50,0,5,35.0,-3,-4.55,90.66,56.16,72.11,3579.04,3219.61,False,16.88,-5,Golden Cross
2025-10-10,3975.9,11.83,16.37,8.87,14.78,5.91,No Sell Signal,10.96,10.0,50,0,5,40.0,-2,-4.55,89.04,56.61,70.21,3592.69,3226.39,False,16.92,-5,Golden Cross
2025-10-13,4108.6,12.45,16.99,12.57,12.32,-0.25,No Sell Signal,1.2,10.0,50,0,5,35.0,-3,-4.55,98.8,56.85,74.31,3607.91,3233.74,False,19.64,-5,Golden Cross
2025-10-14,4138.7,14.05,18.6,12.49,15.61,3.12,No Sell Signal,0.96,10.0,65,0,5,40.0,-2,-4.55,99.04,57.27,80.98,3623.19,3241.34,False,19.6,-5,Golden Cross
2025-10-15,4176.9,15.46,20.0,14.8,16.12,1.31,No Sell Signal,3.96,10.0,65,0,5,40.0,-2,-4.55,96.04,57.51,81.9,3639.09,3249.2,False,19.42,-5,Golden Cross
2025-10-16,4280.2,14.56,19.11,13.68,15.45,1.77,No Sell Signal,-0.02,10.0,65,0,5,40.0,-2,-4.55,100.02,58.11,83.46,3657.1,3257.45,False,19.4,-5,Golden Cross
2025-10-17,4189.9,15.8,20.34,14.78,16.82,2.04,No Sell Signal,8.17,10.0,50,0,20,40.0,-2,-4.55,91.83,59.16,73.09,3672.89,3265.11,False,21.89,-5,Golden Cross
2025-10-20,4336.4,13.61,18.16,12.32,14.9,2.58,No Sell Signal,1.69,10.0,50,0,20,35.0,-3,-4.55,98.31,59.74,76.77,3690.84,3273.57,False,23.65,-5,Golden Cross
2025-10-21,4087.7,17.39,21.93,15.61,19.16,3.55,No Sell Signal,17.23,10.0,40,0,40,35.0,-3,-4.55,82.77,60.82,59.59,3705.53,3280.81,False,32.55,-5,Golden Cross
2025-10-22,4044.4,18.29,22.84,16.12,20.46,4.35,No Sell Signal,25.06,10.0,40,0,40,35.0,-3,-4.55,74.94,60.46,58.8,3719.44,3287.75,False,32.41,-5,Golden Cross
2025-10-23,4125.5,15.43,19.98,15.45,15.42,-0.03,No Sell Signal,14.78,10.0,20,0,40,35.0,-3,-4.55,85.22,59.72,60.17,3734.77,3295.06,False,32.84,-5,Golden Cross
2025-10-24,4118.4,18.03,22.57,16.82,19.24,2.42,No Sell Signal,17.71,10.0,40,0,40,35.0,-3,-4.55,82.29,57.61,57.43,3750.44,3302.23,False,32.87,-5,Golden Cross
2025-10-27,4001.9,18.04,22.58,14.9,21.17,6.27,No Sell Signal,29.32,10.0,40,0,40,35.0,-3,-4.55,70.68,49.1,51.03,3763.76,3308.7,False,34.63,-5,Golden Cross
2025-10-28,3966.2,22.54,27.08,19.16,25.92,6.76,No Sell Signal,32.79,10.0,65,0,40,35.0,-3,-4.55,67.21,45.76,46.79,3776.45,3315.16,False,34.84,-5,Golden Cross
2025-10-29,3983.7,20.67,25.22,20.46,20.88,0.42,No Sell Signal,27.57,10.0,40,0,40,35.0,-3,-4.55,72.43,45.38,51.67,3789.85,3321.69,False,34.8,-5,Golden Cross
2025-10-30,4001.3,18.49,23.04,15.42,21.57,6.15,No Sell Signal,31.69,10.0,40,0,40,35.0,-3,-4.55,68.31,45.64,51.15,3803.01,3328.13,False,34.66,-5,Golden Cross
2025-10-31,3982.2,22.59,27.14,19.24,25.94,6.7,No Sell Signal,32.93,10.0,65,0,40,35.0,-3,-4.55,67.07,45.56,43.65,3815.92,3334.31,False,34.6,-5,Golden Cross
2025-11-03,4000.3,23.64,28.18,21.17,26.1,4.92,No Sell Signal,33.84,10.0,65,0,40,35.0,-3,-4.55,66.16,43.82,42.96,3828.43,3340.59,False,34.14,-5,Golden Cross
2025-11-04,3947.7,37.25,41.8,25.92,48.58,22.66,Weak Sell,42.67,51.09,85,0,40,100.0,10,-4.55,57.33,44.12,38.51,3839.91,3346.56,False,34.39,-5,Golden Cross
2025-11-05,3980.3,25.25,29.79,20.88,29.61,8.73,No Sell Signal,34.96,10.0,85,0,40,35.0,-3,-4.55,65.04,42.97,33.82,3851.75,3352.62,False,33.99,-5,Golden Cross
2025-11-06,3979.9,34.79,39.33,21.57,48.01,26.44,Weak Sell,38.53,51.78,85,0,40,100.0,10,-4.55,61.47,42.51,37.45,3863.25,3358.7,False,32.9,-5,Golden Cross
2025-11-07,3999.4,28.19,32.73,25.94,30.43,4.49,No Sell Signal,24.86,10.0,100,0,40,35.0,-3,-4.55,75.14,40.98,26.26,3874.6,3364.81,False,32.84,-5,Golden Cross
2025-11-10,4111.8,22.2,26.74,26.1,18.3,-7.8,No Sell Signal,12.05,10.0,40,0,40,35.0,-3,-4.55,87.95,40.36,52.1,3887.37,3371.69,False,32.22,-5,Golden Cross
2025-11-11,4106.8,42.52,47.07,48.58,36.46,-12.12,Weak Sell,13.13,52.92,40,0,40,100.0,10,-4.55,86.87,39.86,55.83,3898.51,3378.39,False,32.12,-5,Golden Cross
2025-11-12,4204.4,23.73,28.27,29.61,17.84,-11.77,No Sell Signal,9.32,10.0,40,0,40,35.0,-3,-4.55,90.68,39.26,57.15,3910.74,3385.56,False,33.04,-5,Golden Cross
2025-11-13,4186.9,33.52,38.07,48.01,19.04,-28.97,Weak Sell,11.49,10.0,40,0,40,40.0,-2,-4.55,88.51,37.77,56.09,3923.16,3392.38,False,31.87,-5,Golden Cross
2025-11-14,4087.6,34.29,38.83,30.43,38.14,7.71,Weak Sell,21.81,54.33,40,0,40,100.0,10,-4.55,78.19,36.57,57.86,3932.65,3398.76,False,32.09,-5,Golden Cross
2025-11-17,4068.3,26.37,30.91,18.3,34.44,16.14,No Sell Signal,30.14,53.75,40,0,20,90.0,8,-4.55,69.86,37.91,59.66,3941.25,3404.93,False,29.29,-5,Golden Cross
2025-11-18,4061.3,35.8,40.34,36.46,35.13,-1.33,Weak Sell,34.52,53.53,40,0,20,90.0,8,-4.55,65.48,38.43,57.49,3949.61,3410.97,False,21.61,-5,Golden Cross
2025-11-19,4077.7,26.19,30.73,17.84,34.53,16.69,No Sell Signal,30.62,53.83,40,0,20,90.0,8,-4.55,69.38,37.73,57.39,3958.29,3417.0,False,21.31,-5,Golden Cross
2025-11-20,4056.5,19.36,23.9,19.04,19.67,0.64,No Sell Signal,35.32,10.0,40,0,20,40.0,-2,-4.55,64.68,37.19,57.16,3966.69,3423.0,False,20.15,-5,Golden Cross
2025-11-21,4076.7,36.43,40.97,38.14,34.71,-3.43,Weak Sell,31.22,54.32,40,0,20,90.0,8,-4.55,68.78,36.59,57.33,3975.23,3429.05,False,20.25,-5,Golden Cross
2025-11-24,4091.9,31.54,36.08,34.44,28.64,-5.8,Weak Sell,28.45,55.67,20,0,5,90.0,8,-4.55,71.55,33.45,64.91,3983.43,3434.94,False,17.54,-5,Golden Cross
2025-11-25,4139.2,22.62,27.17,35.13,10.11,-25.02,No Sell Signal,17.95,10.0,20,0,5,35.0,-3,-4.55,82.05,54.16,65.94,3992.43,3441.07,False,17.49,-5,Golden Cross
2025-11-26,4165.2,21.93,26.48,34.53,9.33,-25.2,No Sell Signal,13.27,10.0,20,0,5,35.0,-3,-4.55,86.73,56.51,67.68,4002.1,3447.35,False,17.53,-5,Golden Cross
2025-11-28,4218.3,14.46,19.01,19.67,9.25,-10.42,No Sell Signal,12.79,10.0,20,0,5,35.0,-3,-4.55,87.21,44.8,69.63,4013.59,3453.81,False,17.89,-5,Golden Cross
2025-12-01,4239.3,19.89,24.44,34.71,5.07,-29.64,No Sell Signal,12.71,10.0,20,0,5,10.0,-8,-4.55,87.29,42.51,63.68,4024.95,3460.59,False,17.7,-5,Golden Cross
2025-12-02,4186.6,19.22,23.76,28.64,9.79,-18.85,No Sell Signal,21.02,10.0,40,0,5,10.0,-8,-4.55,78.98,42.57,57.77,4033.87,3466.87,False,18.49,-5,Golden Cross
2025-12-03,4199.3,11.91,16.45,10.11,13.7,3.59,No Sell Signal,19.48,10.0,65,0,5,10.0,-8,-4.55,80.52,42.73,49.41,4042.24,3473.27,False,17.61,-5,Golden Cross
2025-12-04,4211.8,9.29,13.83,9.33,9.24,-0.09,No Sell Signal,17.73,10.0,40,0,5,10.0,-8,-4.55,82.27,40.3,52.94,4051.83,3479.63,False,17.51,-5,Golden Cross
2025-12-05,4212.9,7.88,12.42,9.25,6.5,-2.75,No Sell Signal,21.27,10.0,20,0,5,10.0,-8,-4.55,78.73,38.19,69.24,4061.35,3486.0,False,17.5,-5,Golden Cross
2025-12-08,4187.2,6.12,10.66,5.07,7.16,2.09,No Sell Signal,25.26,10.0,20,0,5,10.0,-8,-4.55,74.74,37.21,67.9,4069.59,3492.2,False,17.76,-5,Golden Cross
2025-12-09,4206.7,10.71,15.26,9.79,11.64,1.85,No Sell Signal,22.09,10.0,50,0,5,10.0,-8,-4.55,77.91,37.47,71.1,4077.31,3498.71,False,15.13,-5,Golden Cross
2025-12-10,4196.4,11.0,15.54,13.7,8.3,-5.41,No Sell Signal,32.05,10.0,20,0,5,10.0,-8,-4.55,67.95,36.22,67.53,4084.42,3505.11,False,15.16,-5,Golden Cross
2025-12-11,4285.5,10.52,15.06,9.24,11.8,2.55,No Sell Signal,23.05,10.0,50,0,5,10.0,-8,-4.55,76.95,34.64,78.17,4092.78,3512.12,False,14.7,-5,Golden Cross
2025-12-12,4300.1,8.93,13.48,6.5,11.36,4.86,No Sell Signal,20.44,10.0,50,0,5,10.0,-8,-4.55,79.56,37.39,77.87,4101.99,3519.44,False,14.6,-5,Golden Cross
2025-12-15,4306.7,8.97,13.52,7.16,10.78,3.62,No Sell Signal,16.97,10.0,50,0,5,10.0,-8,-4.55,83.03,37.99,77.38,4110.51,3526.52,False,11.4,-5,Golden Cross
2025-12-16,4304.5,11.05,15.59,11.64,10.45,-1.18,No Sell Signal,15.0,10.0,50,0,5,10.0,-8,-4.55,85.0,40.94,73.81,4117.63,3533.49,False,11.14,-5,Golden Cross
2025-12-17,4347.5,8.89,13.44,8.3,9.49,1.19,No Sell Signal,9.2,10.0,50,0,5,10.0,-8,-4.55,90.8,43.21,75.03,4125.04,3540.65,False,11.27,-5,Golden Cross
2025-12-18,4339.5,8.49,13.04,11.8,5.19,-6.61,No Sell Signal,13.41,10.0,20,0,5,10.0,-8,-4.55,86.59,43.19,69.0,4130.97,3547.77,False,11.42,-5,Golden Cross
2025-12-19,4361.4,8.29,12.84,11.36,5.22,-6.14,No Sell Signal,13.61,10.0,20,0,5,10.0,-8,-4.55,86.39,44.2,69.08,4139.27,3555.05,False,11.02,-5,Golden Cross
2025-12-22,4444.6,11.28,15.82,10.78,11.77,0.99,No Sell Signal,7.91,10.0,65,0,5,10.0,-8,-4.55,92.09,43.98,86.82,4148.64,3562.82,False,12.24,-5,Golden Cross
2025-12-23,4482.8,10.85,15.39,10.45,11.24,0.79,No Sell Signal,4.72,10.0,65,0,5,10.0,-8,-4.55,95.28,43.07,87.71,4156.13,3570.67,False,12.33,-5,Golden Cross
2025-12-24,4480.6,10.51,15.06,9.49,11.53,2.05,No Sell Signal,6.47,10.0,65,0,5,10.0,-8,-4.55,93.53,41.29,86.76,4162.97,3578.38,False,12.17,-5,Golden Cross
2025-12-26,4529.1,8.26,12.8,5.19,11.32,6.14,No Sell Signal,5.22,10.0,65,0,5,10.0,-8,-4.55,94.78,31.39,88.28,4170.01,3586.1,False,12.38,-5,Golden Cross
2025-12-29,4325.1,7.5,12.04,5.22,9.77,4.55,No Sell Signal,25.9,10.0,20,0,20,10.0,-8,-4.55,74.1,30.08,61.66,4170.91,3592.75,False,20.71,-5,Golden Cross
2025-12-30,4370.1,10.83,15.38,11.77,9.89,-1.89,No Sell Signal,26.59,10.0,20,0,20,10.0,-8,-4.55,73.41,32.73,63.25,4174.51,3599.6,False,20.91,-5,Golden Cross
2025-12-31,4325.6,12.66,17.2,11.24,14.07,2.83,No Sell Signal,31.69,10.0,40,0,20,10.0,-8,-4.55,68.31,32.65,59.92,4174.3,3606.06,False,20.74,-5,Golden Cross
2026-01-02,4314.4,12.69,17.24,11.53,13.85,2.31,No Sell Signal,30.36,10.0,40,0,20,10.0,-8,-4.55,69.64,32.53,52.52,4178.83,3612.45,False,20.78,-5,Golden Cross
2026-01-05,4436.9,10.38,14.92,11.32,9.43,-1.9,No Sell Signal,23.84,10.0,20,0,20,10.0,-8,-4.55,76.16,32.31,60.04,4186.68,3619.43,False,22.79,-5,Golden Cross
2026-01-06,4482.2,8.93,13.48,9.77,8.1,-1.67,No Sell Signal,15.86,10.0,20,0,20,10.0,-8,-4.55,84.14,30.2,62.19,4193.81,3626.75,False,22.91,-5,Golden Cross
2026-01-07,4449.3,11.13,15.68,9.89,12.38,2.49,No Sell Signal,21.53,10.0,40,0,20,10.0,-8,-4.55,78.47,29.82,59.65,4200.43,3633.94,False,22.98,-5,Golden Cross
2026-01-08,4449.7,13.21,17.76,14.07,12.36,-1.71,No Sell Signal,21.41,10.0,40,0,20,10.0,-8,-4.55,78.59,34.18,57.22,4209.39,3641.06,False,22.99,-5,Golden Cross
2026-01-09,4490.3,10.98,15.52,13.85,8.11,-5.74,No Sell Signal,15.94,10.0,20,0,20,10.0,-8,-4.55,84.06,32.29,60.18,4219.87,3648.41,False,23.0,-5,Golden Cross
2026-01-12,4604.3,10.32,14.86,9.43,11.21,1.78,No Sell Signal,9.52,10.0,20,0,20,35.0,-3,-4.55,90.48,30.86,64.59,4232.28,3656.13,False,23.45,-5,Golden Cross
2026-01-13,4589.2,12.01,16.55,8.1,15.91,7.82,No Sell Signal,17.75,10.0,40,0,20,35.0,-3,-4.55,82.25,29.94,59.46,4244.04,3663.65,False,23.57,-5,Golden Cross
2026-01-14,4626.3,13.96,18.5,12.38,15.54,3.16,No Sell Signal,15.5,10.0,40,0,20,35.0,-3,-4.55,84.5,31.14,59.4,4256.92,3671.16,False,23.62,-5,Golden Cross
2026-01-15,4616.3,14.14,18.69,12.36,15.92,3.57,No Sell Signal,17.81,10.0,40,0,20,35.0,-3,-4.55,82.19,36.43,58.8,4269.24,3678.65,False,23.66,-5,Golden Cross
2026-01-16,4588.4,12.68,17.23,8.11,17.25,9.14,No Sell Signal,25.8,10.0,40,0,20,35.0,-3,-4.55,74.2,35.5,53.95,4282.06,3685.89,False,23.77,-5,Golden Cross
2026-01-20,4759.6,15.64,20.18,11.21,20.07,8.86,No Sell Signal,12.69,10.0,65,0,20,40.0,-2,-4.55,87.31,33.41,80.27,4297.64,3694.21,False,26.5,-5,Golden Cross
2026-01-21,4831.8,17.57,22.12,15.91,19.23,3.32,No Sell Signal,12.67,10.0,65,0,20,35.0,-3,-4.55,87.33,35.1,80.99,4314.68,3703.3,False,26.75,-5,Golden Cross
2026-01-22,4908.8,14.51,19.05,15.54,13.47,-2.07,No Sell Signal,3.11,10.0,65,0,20,10.0,-8,-4.55,96.89,34.12,87.51,4332.87,3713.09,False,26.56,-5,Golden Cross
2026-01-23,4976.2,14.56,19.11,15.92,13.2,-2.72,No Sell Signal,1.49,10.0,65,0,20,10.0,-8,-4.55,98.51,28.55,89.7,4350.16,3723.13,False,26.71,-5,Golden Cross
2026-01-26,5079.7,15.17,19.72,17.25,13.09,-4.17,No Sell Signal,0.8,10.0,65,0,20,10.0,-8,-4.55,99.2,26.47,89.45,4369.61,3733.25,False,27.13,-5,Golden Cross
2026-01-27,5079.9,16.59,21.14,20.07,13.12,-6.95,No Sell Signal,1.0,10.0,65,0,20,10.0,-8,-4.55,99.0,25.08,88.84,4387.12,3742.87,False,27.17,-5,Golden Cross
2026-01-28,5301.6,16.07,20.61,19.23,12.9,-6.33,No Sell Signal,-0.3,10.0,65,0,20,10.0,-8,-4.55,100.3,69.2,94.47,4409.42,3753.27,False,23.26,-5,Golden Cross
2026-01-29,5318.4,13.2,17.75,13.47,12.93,-0.54,No Sell Signal,-0.16,10.0,65,0,20,10.0,-8,-4.55,100.16,54.18,94.56,4434.03,3763.84,False,23.39,-5,Golden Cross
2026-01-30,4713.9,16.14,20.68,13.2,19.07,5.87,No Sell Signal,21.71,10.0,40,0,60,10.0,-8,-4.55,78.29,43.75,57.27,4446.95,3771.31,False,48.52,-5,Golden Cross
2026-02-02,4622.5,16.49,21.03,13.09,19.89,6.8,No Sell Signal,26.61,10.0,40,0,60,10.0,-8,-4.55,73.39,44.5,50.6,4458.17,3777.79,False,49.19,-5,Golden Cross
2026-02-03,4903.7,16.55,21.1,13.12,19.98,6.86,No Sell Signal,12.17,10.0,40,0,75,10.0,-8,-4.55,87.83,44.6,58.82,4474.69,3785.77,False,52.4,-5,Golden Cross
2026-02-04,4920.4,16.6,21.15,12.9,20.3,7.39,No Sell Signal,14.06,10.0,40,0,75,10.0,-8,-4.55,85.94,45.2,58.35,4491.97,3793.34,False,52.37,-5,Golden Cross
2026-02-05,4861.4,17.31,21.86,12.93,21.7,8.77,No Sell Signal,17.45,10.0,40,0,75,15.0,-7,-4.55,82.55,44.32,56.77,4507.66,3800.64,False,52.54,-5,Golden Cross
2026-02-06,4951.2,19.25,23.79,19.07,19.43,0.35,No Sell Signal,3.82,10.0,40,0,75,15.0,-7,-4.55,96.18,42.93,59.69,4524.85,3809.02,False,52.71,-5,Golden Cross
2026-02-09,5050.9,19.05,23.6,19.89,18.21,-1.68,No Sell Signal,1.55,10.0,40,0,75,10.0,-8,-4.55,98.45,41.12,58.09,4543.08,3817.61,False,52.93,-5,Golden Cross
2026-02-10,5003.8,19.57,24.12,19.98,19.16,-0.83,No Sell Signal,7.21,10.0,40,0,75,10.0,-8,-4.55,92.79,40.4,54.84,4559.85,3826.22,False,52.73,-5,Golden Cross
2026-02-11,5071.6,19.7,24.24,20.3,19.1,-1.2,No Sell Signal,6.87,10.0,40,0,75,10.0,-8,-4.55,93.13,40.84,54.61,4576.92,3834.91,False,52.73,-5,Golden Cross
2026-02-12,4923.7,23.71,28.26,21.7,25.73,4.03,No Sell Signal,16.63,10.0,65,0,75,15.0,-7,-4.55,83.37,40.38,48.58,4590.61,3842.94,False,54.06,-5,Golden Cross
2026-02-13,5022.0,22.44,26.99,19.43,25.46,6.03,No Sell Signal,15.02,10.0,65,0,75,15.0,-7,-4.55,84.98,38.49,48.43,4607.32,3851.52,False,54.3,-5,Golden Cross
2026-02-17,4882.9,22.78,27.32,18.21,27.34,9.12,No Sell Signal,26.29,10.0,65,0,75,15.0,-7,-4.55,73.71,38.09,45.03,4620.99,3859.89,False,55.35,-5,Golden Cross
2026-02-18,4986.5,21.94,26.49,19.16,24.73,5.57,No Sell Signal,15.66,10.0,65,0,75,10.0,-8,-4.55,84.34,38.49,41.54,4636.48,3868.66,False,54.39,-5,Golden Cross
2026-02-19,4975.9,22.76,27.31,19.1,26.42,7.32,No Sell Signal,20.82,10.0,65,0,75,15.0,-7,-4.55,79.18,34.56,40.78,4651.74,3876.98,False,54.23,-5,Golden Cross
2026-02-20,5080.9,22.29,26.83,25.73,18.85,-6.88,No Sell Signal,11.39,23.96,20,0,75,10.0,-8,-4.55,88.61,88.11,63.52,4669.62,3885.33,False,54.43,-5,Golden Cross
2026-02-23,5204.7,24.84,29.38,25.46,24.21,-1.24,No Sell Signal,8.49,24.07,50,0,75,15.0,-7,-4.55,91.51,87.79,70.95,4689.58,3894.45,False,54.83,-5,Golden Cross
2026-02-24,5155.8,25.1,29.65,27.34,22.87,-4.47,No Sell Signal,10.38,24.1,20,0,75,35.0,-3,-4.55,89.62,87.69,60.89,4708.76,3903.74,False,54.58,-5,Golden Cross
2026-02-25,5206.4,23.87,28.42,24.73,23.02,-1.71,No Sell Signal,11.43,23.95,20,0,75,35.0,-3,-4.55,88.57,88.15,62.0,4727.18,3913.1,False,54.66,-5,Golden Cross
2026-02-26,5176.5,24.89,29.43,26.42,23.35,-3.08,No Sell Signal,13.31,24.04,20,0,75,35.0,-3,-4.55,86.69,87.87,63.56,4744.71,3922.88,False,52.53,-5,Golden Cross
2026-02-27,5230.5,31.83,36.38,18.85,44.82,25.97,Weak Sell,17.85,83.33,20,0,75,100.0,10,-4.55,82.15,75.0,62.4,4763.19,3932.83,False,52.65,-5,Golden Cross
2026-03-02,5294.4,27.26,31.81,24.21,30.31,6.09,No Sell Signal,18.07,41.05,20,0,40,90.0,8,-4.55,81.93,67.55,61.16,4782.98,3943.4,False,32.74,-5,Golden Cross
2026-03-03,5107.4,21.49,26.03,22.87,20.1,-2.77,No Sell Signal,17.89,10.0,40,0,40,40.0,-2,-4.55,82.11,69.94,54.21,4798.18,3952.83,False,34.7,-5,Golden Cross
2026-03-04,5193.7,21.0,25.55,23.02,18.99,-4.03,No Sell Signal,13.49,27.72,40,0,20,40.0,-2,-4.55,86.51,76.83,54.89,4815.27,3962.89,False,28.63,-5,Golden Cross
2026-03-05,5065.3,23.82,28.36,23.35,24.29,0.94,No Sell Signal,25.32,27.68,40,0,40,40.0,-2,-4.55,74.68,76.95,55.76,4829.34,3972.07,False,30.2,-5,Golden Cross
2026-03-06,5146.1,34.3,38.84,44.82,23.78,-21.04,Weak Sell,22.29,27.64,40,0,40,40.0,-2,-4.55,77.71,77.07,55.12,4843.37,3981.4,False,30.16,-5,Golden Cross
2026-03-09,5091.5,25.67,30.21,30.31,21.02,-9.28,No Sell Signal,25.6,27.82,40,0,20,40.0,-2,-4.55,74.4,76.53,59.25,4855.55,3990.31,False,29.96,-5,Golden Cross
2026-03-10,5224.6,19.59,24.14,20.1,19.08,-1.02,No Sell Signal,14.78,26.96,20,0,40,40.0,-2,-4.55,85.22,79.12,60.29,4870.43,3999.97,False,30.49,-5,Golden Cross
2026-03-11,5160.0,21.34,25.88,18.99,23.69,4.7,No Sell Signal,23.84,25.56,40,0,40,40.0,-2,-4.55,76.16,83.33,57.6,4883.05,4008.95,False,30.65,-5,Golden Cross
2026-03-12,5102.2,24.11,28.65,24.29,23.93,-0.36,No Sell Signal,25.74,25.09,40,0,40,40.0,-2,-4.55,74.26,84.72,50.92,4898.59,4017.97,False,30.65,-5,Golden Cross
